,"Crop and animal production, hunting and related service activities",Forestry and logging,Fishing and aquaculture,Mining and quarrying,"Manufacture of food products, beverages and tobacco products","Manufacture of textiles, wearing apparel and leather products","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Manufacture of paper and paper products,Printing and reproduction of recorded media,Manufacture of coke and refined petroleum products ,Manufacture of chemicals and chemical products ,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of rubber and plastic products,Manufacture of other non-metallic mineral products,Manufacture of basic metals,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of computer, electronic and optical products",Manufacture of electrical equipment,Manufacture of machinery and equipment n.e.c.,"Manufacture of motor vehicles, trailers and semi-trailers",Manufacture of other transport equipment,Manufacture of furniture; other manufacturing,Repair and installation of machinery and equipment,"Electricity, gas, steam and air conditioning supply","Water collection, treatment and supply","Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",Construction,Wholesale and retail trade and repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles","Retail trade, except of motor vehicles and motorcycles",Land transport and transport via pipelines,Water transport,Air transport,Warehousing and support activities for transportation,Postal and courier activities,Accommodation and food service activities,Publishing activities,"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",Telecommunications,"Computer programming, consultancy and related activities; information service activities","Financial service activities, except insurance and pension funding","Insurance, reinsurance and pension funding, except compulsory social security",Activities auxiliary to financial services and insurance activities,Real estate activities,Legal and accounting activities; activities of head offices; management consultancy activities,Architectural and engineering activities; technical testing and analysis,Scientific research and development,Advertising and market research,"Other professional, scientific and technical activities; veterinary activities",Administrative and support service activities,Public administration and defence; compulsory social security,Education,Human health and social work activities,Other service activities,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Activities of extraterritorial organizations and bodies
Construction,0.028852225748922267,0.000618484097333574,0.0,0.011976995556856714,0.014523226741948982,0.029357818302695845,0.0010382356602456615,0.0010703546999750674,0.006422929317385566,0.000773946678696119,0.011589607614119502,0.0007509513035385784,0.002190864343927921,0.028102101759047315,0.0016162904040187866,0.00498593447161985,0.004421104617288776,0.007139100768132447,0.0132371435413943,0.0059676471178775736,0.0013896235037300184,0.01036877283558493,0.0,0.013708555486444436,0.006836544084236463,0.0,0.5465957133560595,0.0010150500214459934,0.00788629300499138,0.01287776354782895,0.04285345333381003,0.00040549047197062566,0.00113324121843415,0.0029301483194011466,0.0,0.02255502134007011,0.0,0.0,0.0020321753062242493,0.016148588357563512,0.015951866050070797,0.0006699143257554267,0.0,0.08512178605661183,5.572451253166453e-06,0.012021782132512902,0.0,0.0,0.0,0.0004590318585292296,0.0,0.012498619810890054,0.005825398628541023,0.004074631753015068,0.0,0.0
Wholesale and retail trade and repair of motor vehicles and motorcycles,0.0912790687638422,0.0002686234579741779,0.000261050279824874,0.0031835304520344064,0.17088619597371496,0.09326502079528465,0.01581025801347747,0.007882252005653775,0.003876002518016929,0.008148778783942913,0.044971394978826386,0.005328572913053279,0.01668471501076517,0.022202526044542804,0.09299293226129268,0.015196020509677385,0.004060278192766633,0.008724320657244551,0.013281371587466926,0.03114236287756519,0.006004682572035735,0.022471348476914545,0.0,0.01843931894115423,8.728166329338622e-05,0.0,0.1440292008040013,0.012535880104353574,0.0,0.0,0.09202656369443765,0.0007238369033446404,0.000642192478987894,0.0006424633673911478,0.0,0.04289948177477723,0.0,0.0,0.0007111396575565815,0.0008104947174210907,0.0010605885446204237,0.0007640006407557788,0.0,3.20731096266985e-05,5.109557777445861e-05,0.0012190292621894973,0.0,0.0,0.0,1.1710100545562901e-05,0.0,0.000798370993137131,0.0033460005531408756,0.0012479699855734775,0.0,0.0
"Wholesale trade, except of motor vehicles and motorcycles",0.09127906876384217,0.00026862345797417785,0.000261050279824874,0.003183530452034406,0.17088619597371493,0.09326502079528465,0.01581025801347747,0.007882252005653775,0.00387600251801693,0.008148778783942915,0.04497139497882639,0.005328572913053279,0.01668471501076517,0.022202526044542804,0.09299293226129265,0.015196020509677385,0.004060278192766632,0.008724320657244553,0.01328137158746692,0.031142362877565197,0.0060046825720357355,0.022471348476914534,0.0,0.018439318941154227,8.728166329338619e-05,0.0,0.14402920080400125,0.0,0.012535880104353586,0.0,0.09202656369443768,0.0007238369033446402,0.0006421924789878941,0.0006424633673911477,0.0,0.042899481774777225,0.0,0.0,0.0007111396575565814,0.0008104947174210908,0.0010605885446204242,0.000764000640755779,0.0,3.2073109626698496e-05,5.109557777445862e-05,0.0012190292621894975,0.0,0.0,0.0,1.1710100545562905e-05,0.0,0.0007983709931371308,0.0033460005531408756,0.0012479699855734772,0.0,0.0
"Retail trade, except of motor vehicles and motorcycles",0.09127906876384217,0.00026862345797417785,0.000261050279824874,0.003183530452034405,0.1708861959737149,0.09326502079528459,0.015810258013477466,0.007882252005653774,0.0038760025180169283,0.00814877878394291,0.04497139497882635,0.0053285729130532755,0.016684715010765166,0.022202526044542797,0.09299293226129265,0.015196020509677376,0.004060278192766632,0.00872432065724455,0.013281371587466919,0.031142362877565187,0.006004682572035731,0.022471348476914527,0.0,0.018439318941154224,8.728166329338619e-05,0.0,0.14402920080400122,0.0,0.0,0.01253588010435359,0.09202656369443767,0.00072383690334464,0.0006421924789878938,0.0006424633673911474,0.0,0.042899481774777204,0.0,0.0,0.0007111396575565812,0.0008104947174210902,0.0010605885446204237,0.0007640006407557787,0.0,3.207310962669848e-05,5.109557777445861e-05,0.001219029262189497,0.0,0.0,0.0,1.1710100545562898e-05,0.0,0.0007983709931371308,0.0033460005531408756,0.0012479699855734775,0.0,0.0
Land transport and transport via pipelines,0.03826566066335847,0.002044449278845405,0.00025843488104601076,0.010464992555283178,0.06810178044858724,0.08605482886237302,0.012016874639120174,0.00970514463414207,0.008061672050595218,0.011459945933489504,0.04793782600017917,0.007486432155025435,0.014423944281521155,0.02837945885428554,0.059877875826882795,0.012913050578425293,0.003937236572680318,0.013678108178471282,0.01458747708002038,0.024852145271864027,0.004231656108369383,0.09803276443062177,0.0,0.015045914324754365,0.0072832292563305865,0.0,0.12135021991255071,0.006094111862486374,0.047347372777055155,0.07731494009262922,0.05060816265691426,0.0012237435278684154,0.0017814179426247755,0.011082906354820562,0.0,0.022491747710413967,0.0,0.0,0.0016285156754900151,0.002646920673800037,0.013355638325925616,0.007850865921941685,0.0,5.5840634987207774e-05,0.00038775589931298166,0.00286060177017157,0.0,0.0,0.0,6.113261456130665e-05,0.0,0.021510915743708385,0.007039981322797858,0.004206305713667757,0.0,0.0
Water transport,0.06737098499912847,0.0005097844991073064,0.0002654424636573736,0.008553430583300357,0.15123824940757424,0.010925228079508251,0.03186331935032747,0.011074791004635202,0.000730517599275032,0.020969719692819994,0.04607924156959963,0.0036099002852479907,0.0032972507092479905,0.03932445438486137,0.07641353233055306,0.005176108025569819,0.00047421350953214783,0.0021570863865675556,0.0016577822753565353,0.001992064346813018,0.0005374794005063971,0.0700590587129582,0.0,0.03902726012237068,0.00012138404755336488,0.0,0.12334745628772253,0.0007727340439918074,0.0060036519945786005,0.009803542774875551,0.19494858006791832,0.00029091082290072376,0.0009362922945178458,0.0005919026279520639,0.0,0.0636816487797305,0.0,0.0,0.0007265577763042437,0.00013374404895835748,0.0011163981677839846,0.0013287090560101693,0.0,7.773718040431684e-06,4.93863560145709e-06,0.00025704536894695113,0.0,0.0,0.0,0.0,0.0,0.0005499871507206145,0.000838846802649612,0.0012309957947248783,0.0,0.0
Air transport,0.010454082073445574,4.164558395775195e-05,3.113509233739545e-06,0.007465815675380234,0.03012182916442619,0.030986457578290653,0.021806834381345504,0.0026673784471476524,0.007724313688719383,0.06212116740094821,0.08919437241655925,0.019234558052019613,0.022025495375750735,0.045200138461510386,0.15106084806870454,0.04411699958644741,0.017232557336679635,0.03141683594374999,0.04493750829473132,0.06060097874013468,0.012938867844005098,0.09393313419441875,0.0,0.005160589287727218,0.0002991601891088606,0.0,0.023829696799272364,0.0005588691811660873,0.0043420580474022195,0.00709027635798003,0.01668727150822069,0.00022893926086555748,0.0001519136610588707,0.0011246191373215427,0.0,0.011252511518907167,0.0,0.0,0.0023134412211043265,0.0079363190419079,0.052108930837228826,0.009221606484669907,0.0,6.444645823841984e-05,0.0110015451353637,0.02645768344322327,0.0,0.0,0.0,1.9881817850119257e-05,0.0,0.007952800626164965,0.005930781851245079,0.0009817263163669015,0.0,0.0
Warehousing and support activities for transportation,0.046809462856978415,0.00022587725690685699,0.0003034770366769767,0.013405002812723148,0.07258812949942875,0.10990617814129869,0.013467502041653416,0.010831031468673619,0.008753153909733883,0.007069659347818602,0.04374092687298101,0.007251020411858119,0.017837506194721037,0.01975584779418065,0.04088133799197654,0.013153899315382878,0.0026775678843204086,0.008386334018591637,0.012728215178583843,0.021621169027310816,0.0041208427930807265,0.05743656231703328,0.0,0.01083925637969209,0.00019754893923244564,0.0,0.13947426588086662,0.010277818572663036,0.07985211270740863,0.13039290140370824,0.043419677372323544,0.0002395564808333573,0.00031709387902826756,0.00515205855011436,0.0,0.031330301713822846,0.0,0.0,0.0004336189890401406,0.0006070878503148776,0.0014270897353482162,0.001659035044223533,0.0,6.384623087345883e-05,9.462362993251257e-05,0.001460585314879141,0.0,0.0,0.0,3.4295669462128178e-06,0.0,0.0010496685600562242,0.007627920387861517,0.0011297986389172498,0.0,0.0
Postal and courier activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Accommodation and food service activities,0.0005260759318385259,0.0024000060929852654,0.0,0.002978473160678135,0.0,0.0003490948982003909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007993102359915032,0.0016941756913359221,0.0,0.002917772238384366,0.005503983570269348,0.04276245132034816,0.06982808481506467,0.48707710917725455,0.001013698058213184,0.0008523898947590149,0.025578476370373446,0.0,0.08284905440580358,0.0,0.0,0.0010060188641292675,0.016792197071411868,0.04296190747879555,0.022398825332781237,0.0,0.010950218326230816,0.0014586438585466035,0.06082868143200414,0.0,0.0,0.0,0.0003026477256443739,0.0,0.025818085105534024,0.07737564760849003,0.005783179211008806,0.0,0.0
Publishing activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telecommunications,0.0012522893665206385,0.0005721500947240247,0.0,0.0029657400695975206,0.034811188318652264,0.03314139136786651,0.0037638404368777923,0.003785478084809157,0.0011111481200995353,0.00649250219721513,0.016568508581563317,0.006458300167265002,0.004494461402638552,0.008250358705658913,0.024364277431143784,0.004719364232634482,0.1572888475954566,0.03126197799026324,0.010114502633214263,0.024766796800666836,0.0046258072006514096,0.0321070888342768,0.0,0.023331167049467395,0.0011441021887532588,0.0,0.015451550233824097,0.0026841099670084695,0.020853827112177238,0.03405283755599141,0.14448150020070122,0.0023366298719236993,0.003974524201027183,0.024442039080094437,0.0,0.012059408907604055,0.0,0.0,0.00657130764813002,0.016631262396943788,0.1170421053877362,0.052024844751240404,0.0,0.004422809272781802,0.00011742116955845778,0.039244661407585785,0.0,0.0,0.0,0.00010567488578020855,0.0,0.01306411162834054,0.020181683956774492,0.03286640149476017,0.0,0.0
"Computer programming, consultancy and related activities; information service activities",6.3448447031769366e-06,0.002859781552784126,0.0,0.001886560711159266,0.06989945788968996,0.08234990625972646,0.004738546249353401,0.007901407851547452,0.02404900888815881,0.01739130398885717,0.051105316152801054,0.0030477388993811676,0.012901718345423691,0.010857997129129606,0.003442516169648401,0.0836526096332311,0.007469260200132969,0.03908987698676366,0.0732747531334081,0.025817957949785402,0.023731335774895505,0.06039701910928267,0.0,0.001450684827455097,0.00016084017087045457,0.0,0.0044861882802231315,0.002623045861959301,0.02037939785812008,0.03327812784763364,0.025132533348289295,0.0010046372685493538,0.006318691020440876,0.006483455438696828,0.0,0.01449649870068656,0.0,0.0,0.002036957239369624,0.2317168823473752,0.01916265857887002,0.001050560387069398,0.0,0.0002341001445472658,8.994679216960122e-05,0.012670704155143616,0.0,0.0,0.0,4.406666042350684e-05,0.0,0.00232812977798617,0.003722985934569059,0.005258489639688687,0.0,0.0
"Financial service activities, except insurance and pension funding",0.03963397680128928,4.812998959110008e-05,2.69328837335503e-05,0.00838686732473949,0.0803171963828989,0.03625433204952059,0.008002150387504143,0.004401288208835059,0.004482097087542953,0.016563636822772756,0.029357712210669764,0.013367184857476271,0.008393318964209806,0.009311567735707911,0.03706316724783624,0.014884488328270225,0.0031380069078404105,0.016486499913242112,0.018292293216095473,0.05932755287992134,0.00490810813321647,0.07255223329233189,0.0,0.03862758750277798,0.0021488707373188663,0.0,0.0938981580607339,0.008300525939617704,0.06448980668174831,0.10530733275661011,0.0260770735735919,0.0001800724761561923,0.00019338514600621967,0.0031818786401752886,0.0,0.02043603619775997,0.0,0.0,0.0005332183240868045,0.014737112760158063,0.05051025596571835,0.005170998676986403,0.0,0.018015925468721994,0.0016418863393578387,0.011507346437216258,0.0,0.0,0.0,0.000586077926175382,0.0,0.023231567430946058,0.006541046191379599,0.019485095141511515,0.0,0.0
"Insurance, reinsurance and pension funding, except compulsory social security",0.007556666109978845,0.0,0.00011445695022540382,0.0024899964777305235,0.056510279275763915,0.09996179290994367,0.003782099318431776,0.0050912449532799844,0.004285594113866993,0.007122878523396213,0.03766564689237604,0.004905557487130846,0.0076991685750176,0.010299312552534435,0.01174949570662058,0.020426857594499786,0.026759410437564947,0.022136081643753792,0.036106542940840036,0.07005640237337239,0.008384514637271002,0.04746797877356311,0.0,0.01974830902890581,0.00021229397037602366,0.0,0.10943098375223365,0.006263959042465346,0.0486669773276541,0.07946976180271487,0.11425325191119019,0.0025419448030260168,0.0017483303203608435,0.014033617626909614,0.0,0.02064643207716775,0.0,0.0,0.0005519124971532063,0.009360828653904033,0.05536570095192457,0.017443459391699508,0.0,5.699886904643917e-07,8.066414785749943e-07,1.634736698574643e-05,0.0,0.0,0.0,0.0,0.0,0.009605331804132644,0.0,6.720279386530432e-05,0.0,0.0
Activities auxiliary to financial services and insurance activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real estate activities,0.00033358524948102775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17425237781211608,0.0,0.0,0.0,0.0,0.0019464266498767787,0.0,0.0,0.0,0.0,0.0,0.0,0.001325994376070029,0.0,0.0,0.0,0.0,0.39537389831571995,0.0,0.4267677175967362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Legal and accounting activities; activities of head offices; management consultancy activities,0.0,0.003763199507831118,0.0,0.029421270988015537,0.021647250158406194,0.04010548556404607,0.010226167759598169,0.0015822182555593524,0.0017435690883221176,0.0017559270190790923,0.010446499943804892,0.0002829292296213281,0.002692246180647473,0.001811471192350604,0.012177674677852477,0.0069831881129865285,0.00882568260234974,0.024186072767716546,0.045691523612317965,0.0473099234695424,0.012809224401731767,0.06417134241671558,0.0,0.0008807261064148259,0.001096146896388159,0.0,0.026458557504652036,0.00246785174304769,0.019173638271370932,0.0313092069815365,0.009382881903090383,0.0005609356922795107,0.00041467045564334945,0.021148942402921613,0.0,0.008261731799096728,0.0,0.0,0.0017090748586187378,0.03524983257049175,0.011015669243336626,0.004542419817274156,0.0,0.22755667231828833,0.036444938104593684,0.16775774901818316,0.0,0.0,0.0,0.0012902242951798098,0.0,0.0029505061491304756,0.01381019809347295,0.02888455882649362,0.0,0.0
Architectural and engineering activities; technical testing and analysis,0.00109343468895501,0.00037809017744629733,0.0,0.0067183375119335646,0.029022758353691166,0.04425084331634665,0.001175712063544815,7.343790863049747e-05,0.0007414283542968308,0.000501081742720406,0.005611532806729018,0.005077765093271403,0.0018375376464104306,0.003101952680020553,0.014142792246269987,0.010431789260389027,0.013880922535553177,0.011836100147269301,0.04223769879253253,0.019759045338056905,0.0024180782585648958,0.046430510788151455,0.0,0.0005024087127912676,0.006740715682012774,0.0,0.13990706599748395,0.004315317995300154,0.03352727589933826,0.054747690855670154,0.20451756903267296,0.000896385828262916,0.000548501591591634,0.006044434535490575,0.0,0.0028720290665820124,0.0,0.0,0.0008772798515720763,0.058147104299674714,0.011333323215896432,0.001232583611795419,0.0,3.732096091168869e-05,0.0007529407394011658,0.17223064124832096,0.0,0.0,0.0,0.0005427445715082547,0.0,0.005909162548435684,0.00011887060856774782,0.033477783435935236,0.0,0.0
Scientific research and development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Advertising and market research,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Other professional, scientific and technical activities; veterinary activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Administrative and support service activities,0.0002978489878629073,0.002813561032353525,0.0,0.10992998730086838,0.016637276858971633,0.01824683978343139,0.005461033498626433,0.003940575474677778,0.0012596165300778291,2.9851326178573225e-05,0.0018202262624773672,0.001027865144708904,0.0024681586860077005,3.572971559297178e-06,0.0023695204847609713,0.003857133359584094,0.0047399823374237775,0.001731349600197737,0.0005821705970822865,0.028143257434732588,0.022876297861773892,0.035902056702161164,0.0,3.6344689656837365e-06,0.001400683819454212,0.0,0.03912657388651909,4.8614137064770496e-05,0.0003777009220998179,0.0006167591241562971,0.5591851945882451,0.0062974093960464035,0.008930386149536137,0.0016681626336398777,0.0,0.0012628183290772758,0.0,0.0,0.010224641940103776,0.005025389675560377,0.0,0.0,0.0,0.0,3.1265226513436723e-06,0.0034460784041592026,0.0,0.0,0.0,0.01985265860924968,0.0,0.0028995213951638578,0.00028391932604137206,0.07520854443674752,0.0,0.0
Public administration and defence; compulsory social security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Education,0.001460399516285352,0.0,0.0,0.12312367083103638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.962024137509023e-06,0.0,0.0,0.0,0.01284328442691782,0.0029192407502840593,0.017203130554577548,0.0,0.0,0.0,0.0,0.0,0.05006963794630016,0.5663347805547528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169497739682908,0.05654015371280034,0.0,0.0,0.0
Human health and social work activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2520542665924007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012766037677939905,0.597888091323932,0.0,0.13729160440572732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other service activities,0.0009369438699410743,0.0021559050550240696,0.0,0.021729388457712138,0.0363945325293109,0.28861735424418666,0.0018818039506724334,0.0007141817609301824,0.00859278761061076,0.002694728536172696,0.05199362387537272,0.011070742217543705,0.052656949041064556,0.010619346251911702,0.031800743689026814,0.053323953064093176,0.019691574625608162,0.047254085530681236,0.01679769852222605,0.006755176733241338,0.005293524578359871,0.07314383086934825,0.0,0.009000492716210147,0.00045949487623626493,0.0,0.008483208225562564,0.00011648109851904374,0.0009049840432059155,0.0014777754916775038,0.026173053935111136,0.00010850541734225061,0.00012291762623151752,0.007832984324885198,0.0,0.013462113159609117,0.0,0.0,0.0020428125340453446,0.008256266324785098,0.014684361214008679,0.0007876571124726665,0.0,0.011021246866707982,0.002410707849002298,0.0133676433606731,0.0,0.0,0.0,0.0003752456967288122,0.0,0.0018649499691164276,0.005954009374227067,0.12697421377060328,0.0,0.0
Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
