,"Crop and animal production, hunting and related service activities",Forestry and logging,Fishing and aquaculture,Mining and quarrying,"Manufacture of food products, beverages and tobacco products","Manufacture of textiles, wearing apparel and leather products","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Manufacture of paper and paper products,Printing and reproduction of recorded media,Manufacture of coke and refined petroleum products ,Manufacture of chemicals and chemical products ,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of rubber and plastic products,Manufacture of other non-metallic mineral products,Manufacture of basic metals,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of computer, electronic and optical products",Manufacture of electrical equipment,Manufacture of machinery and equipment n.e.c.,"Manufacture of motor vehicles, trailers and semi-trailers",Manufacture of other transport equipment,Manufacture of furniture; other manufacturing,Repair and installation of machinery and equipment,"Electricity, gas, steam and air conditioning supply","Water collection, treatment and supply","Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",Construction,Wholesale and retail trade and repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles","Retail trade, except of motor vehicles and motorcycles",Land transport and transport via pipelines,Water transport,Air transport,Warehousing and support activities for transportation,Postal and courier activities,Accommodation and food service activities,Publishing activities,"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",Telecommunications,"Computer programming, consultancy and related activities; information service activities","Financial service activities, except insurance and pension funding","Insurance, reinsurance and pension funding, except compulsory social security",Activities auxiliary to financial services and insurance activities,Real estate activities,Legal and accounting activities; activities of head offices; management consultancy activities,Architectural and engineering activities; technical testing and analysis,Scientific research and development,Advertising and market research,"Other professional, scientific and technical activities; veterinary activities",Administrative and support service activities,Public administration and defence; compulsory social security,Education,Human health and social work activities,Other service activities,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Activities of extraterritorial organizations and bodies
"Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.061217316968240794,0.0018229490137522755,0.0037609774555933395,0.03712271367043174,0.020754562890314774,0.03451277186053703,0.0015370251618224441,0.027532317094121857,0.001586990827590986,0.013610102130408237,0.09364952312997513,0.003574651573605705,0.004001957556890225,0.015524381759946432,0.051194031668788414,0.0055224167564045575,0.009250891217699404,0.010789876573606265,0.016833570180106876,0.009967141831157223,0.006072864856936488,0.0015897107779443804,0.0,0.10864235571690047,0.08412249332886118,0.046308667033348086,0.010951536799138179,0.0,0.016464139935285338,0.00340602664105234,0.00622682763102506,0.0017713217789666585,0.0017411221669592506,0.0005747349681232925,0.00024364222765546379,0.004503917700208333,0.0,0.0,0.0032914489883206608,0.00020353272315887087,0.002810103830238788,0.00029005578389576677,0.0,0.0029047142331212338,0.010873774600454817,0.0,0.0006970167878850448,0.0,0.0011353458366041562,0.004285256490646553,0.005290690805858947,0.012471257077292392,0.008402896636973007,0.014438600207385592,0.0,0.0
Construction,4.474630684727222e-05,2.855901295811112e-05,9.346737888017866e-06,0.0014452439612740403,0.000849373140704553,0.0005431671929772682,0.00021308056569127948,0.00017853267687934702,0.00010659757400809297,0.0005864392054895198,0.0008454193565550455,0.00013808887011793118,0.00024368174777686605,0.0008464432146424041,0.0009293539320168954,0.0007084448190651355,0.001257161302239352,0.0006297996700437432,0.0008794232784916293,0.0004908145754454667,0.0003875164519025061,0.00013963444747398142,0.0,0.0019875904437762094,0.000124461799581823,0.00039838359888969856,0.04157592337652588,0.0,0.002023749692089471,0.0004186641630338371,0.0019769477587633756,3.5328266867619298e-06,9.435860776976986e-05,0.0005317203095617448,0.0001523474327254051,0.0008982248718884668,0.0,0.0,0.000802694590333751,2.4374533083147646e-05,0.0020873064910686885,9.564388348952372e-05,0.0,0.005108751797125219,0.000545055955969544,0.0,0.00029911997639802274,0.0,0.0004767307334555551,0.0006240786864895542,0.004338448204915349,0.002129003950642149,0.0009385913969011066,0.001709306614485548,0.0,0.0
Wholesale and retail trade and repair of motor vehicles and motorcycles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wholesale trade, except of motor vehicles and motorcycles",0.01659693092736022,0.002210040106297861,0.002361071821525947,0.01643951020102212,0.07283317311795538,0.055880192963222254,0.006068048178775173,0.004512693717111809,0.003697689362843476,0.010159704891084377,0.0306132788165304,0.010470652046336251,0.01761771643874634,0.018604963202130825,0.016164932677739937,0.015172415606101296,0.05394307042751165,0.031987511555219436,0.032747008340819214,0.04838673642261305,0.010796459567033312,0.004957863850541278,0.0,0.011140348332960964,0.0005293340509922081,0.0007995212241067747,0.058498472956260504,0.0,0.05143269821865043,0.0,0.007199664203226842,0.0019189831937626133,0.0018836655161499436,0.0028536507007188377,0.0013388529879796705,0.026788351646405344,0.0,0.0,0.003357597217938822,0.005349959593347785,0.005158707063009512,0.0012745982989103633,0.0,0.0017005066494157515,0.02191808579381685,0.0,0.001978950620482215,0.0,0.006785897902121292,0.0019009458044078056,0.014071451140194324,0.008545547666305872,0.02238438926088749,0.017275960979835806,0.0,0.0
"Retail trade, except of motor vehicles and motorcycles",0.01659693092736022,0.0022100401062978598,0.002361071821525946,0.016439510201022113,0.07283317311795538,0.055880192963222226,0.006068048178775171,0.004512693717111807,0.0036976893628434737,0.010159704891084375,0.030613278816530393,0.010470652046336246,0.01761771643874634,0.018604963202130825,0.01616493267773993,0.015172415606101292,0.05394307042751164,0.031987511555219436,0.0327470083408192,0.04838673642261304,0.010796459567033307,0.004957863850541278,0.0,0.011140348332960957,0.0005293340509922079,0.0007995212241067742,0.0584984729562605,0.0,0.0,0.05143269821865045,0.007199664203226839,0.001918983193762613,0.001883665516149943,0.002853650700718838,0.001338852987979671,0.026788351646405334,0.0,0.0,0.0033575972179388206,0.005349959593347784,0.00515870706300951,0.0012745982989103633,0.0,0.0017005066494157513,0.021918085793816842,0.0,0.0019789506204822144,0.0,0.006785897902121289,0.0019009458044078056,0.014071451140194317,0.00854554766630587,0.02238438926088749,0.017275960979835803,0.0,0.0
Land transport and transport via pipelines,0.013183164605185352,0.003251378094633821,0.002061087171149545,0.03363377577528824,0.055807313545928355,0.023838576357061773,0.011776804912310706,0.008886433739628703,0.0036837134198868323,0.01856641325184387,0.04273923053781389,0.010069061000180523,0.015212173678030846,0.04068533735950292,0.04882949510514873,0.021230323718753157,0.019897215628661764,0.02789652284830748,0.03424915270789974,0.029036772793698967,0.007015533193172217,0.003555668978351308,0.0,0.017143914749619637,0.0005313672076030343,0.0012945744341405782,0.12705951510037206,0.0,0.03754755818349903,0.007767668641188825,0.03757905833515076,0.0007889778738948749,0.0009631870353022338,0.01789803167790058,0.0010648466100889441,0.010194479039485742,0.0,0.0,0.001333433111141819,0.0013006842077785213,0.00488819247929525,0.000838647756625682,0.0,0.0013261930959714647,0.021877887559622725,0.0,0.00200705128700744,0.0,0.005122213688237244,0.0027250756641145355,0.021470203471719188,0.010468233286574138,0.010222468474313693,0.010996337613454798,0.0,0.0
Water transport,0.015443289007740052,0.002511751861770972,0.004105858521460465,0.049720624934819616,0.05286231963506588,0.025506794604423885,0.0053541705322708326,0.005556311701162619,0.0013415158917620155,0.020080616231423452,0.03916858012279911,0.007463284753907081,0.01115797989347606,0.03457214179111091,0.06343502719903844,0.022107999395495195,0.026656418787017168,0.027876323308587782,0.04098549039853859,0.04130945426693978,0.01114617313562889,0.0031461124754309294,0.0,0.026851292569362445,0.00010967487403843006,0.0010988745045462153,0.04774302515876988,0.0,0.0937137134416101,0.01938706825067671,0.005532413963469564,0.08124494884803383,0.0007469237255573063,0.024797965993284512,0.00042047060640892263,0.008321626336552418,0.0,0.0,0.0005479815376843499,0.0007716725775095872,0.000715695308316634,0.0001706345011221094,0.0,0.0011032442247287816,0.022121663245997635,0.0,0.0010935385894159822,0.0,0.004776545240374014,0.004255089831968712,0.003802340874318816,0.0029743706984994398,0.004540252378760704,0.008202966763028835,0.0,0.0
Air transport,0.0018525297687692532,0.0015948386207155082,0.00044602465910590977,0.008148577095108247,0.009591748318368343,0.010248867575187,0.002381556379089721,0.0018901889645518961,0.0021483009713653928,0.0017404256059178216,0.010462049971725727,0.014049931347504053,0.005991010975537475,0.010022341928400487,0.007512578818424595,0.010808994083802185,0.05591620802289693,0.017732090867815138,0.02944757324279097,0.021348933811241342,0.0037177081101928385,0.0018954474586418716,0.0,0.00522645178555046,0.0004664465428439254,0.0028868853981135075,0.04905188707235326,0.0,0.046786272901246186,0.009678932064690808,0.003611937234682761,0.0003679811946369772,0.09027661776301826,0.029132195642060998,0.0066381679583160606,0.003239372902467571,0.0,0.0,0.0032577918179167473,0.009366396304002985,0.019636162333917778,0.0036337738224445225,0.0,0.01140339610562644,0.0705571070508787,0.0,0.007503758825822372,0.0,0.01989292723003777,0.003340683686517917,0.1435082681771799,0.11617913053079047,0.011641163814427877,0.03208595606223648,0.0,0.0
Warehousing and support activities for transportation,0.019045806893203607,0.0029865582705367205,0.003586206229395117,0.019959388928377366,0.05325070324872178,0.023901541490411522,0.009468957509102817,0.007852786008154242,0.00263743853714043,0.01376771542936545,0.030366613687015705,0.0074825148409729345,0.009668031317688178,0.032876050588802025,0.03465214861337187,0.018544232316169324,0.016357893484278695,0.026217875806126712,0.024657172108661314,0.05518550304061996,0.0046791724798457435,0.003548138162350177,0.0,0.00621986933719442,0.000241930262780757,0.000613853507230713,0.04221083210847032,0.0,0.10182812170646306,0.021065740251467457,0.1833138824281355,0.06902174939273051,0.009989244231740026,0.0254326243710677,0.0008718132517049789,0.005586228452384092,0.0,0.0,0.002181639182532332,0.0015911551424295997,0.0007382112518705694,0.00045868759188793406,0.0,0.0011791128031003722,0.017061588609943147,0.0,0.0010182004638185315,0.0,0.00755002918290757,0.0023999924137876856,0.0024540846206907566,0.0022438893714203504,0.004612401584429601,0.01708279130373772,0.0,0.0
Postal and courier activities,0.015404935631015599,0.007027207248467617,0.003551094000403804,0.01998437442608012,0.017532849227531115,0.006117715504127291,0.0015906925492298056,0.003321665502927814,0.0012943454083505473,0.0036958955016134424,0.010885880584235086,0.008114480384022127,0.00284847556073401,0.006662389103013616,0.004096982058409884,0.007023063692437493,0.010201982031374412,0.011345919715525536,0.01910742046411746,0.010965795121393325,0.0013845848002277039,0.001665775080831347,0.0,0.0016421847264402438,0.00022858395757674327,0.0032476214787023256,0.011980902633172905,0.0,0.03781161223260672,0.007822294945962328,0.0031884448824616206,0.0003854347597139174,0.000751464774386807,0.003988471210824634,0.030384191953218228,0.013210141635508248,0.0,0.0,0.011284065137671164,0.006123164058258664,0.1260233990363995,0.01574721478591288,0.0,0.006838452424337161,0.02005729334551241,0.0,0.004090265861612698,0.0,0.01184487215347413,0.0029109973967567765,0.29411291687295643,0.06969092417471998,0.010996044925781722,0.031225168310394787,0.0,0.0
Accommodation and food service activities,0.002207315540877887,0.0017777278331809543,0.0004788428460240842,0.013074993818461784,0.015060584882251983,0.006609786916600749,0.0026547879980151905,0.001788829970641005,0.002125278737772521,0.00200476336641761,0.01142223944602871,0.010306068250285088,0.00437399702476262,0.012215141876205236,0.008025579867102403,0.009286770786452379,0.012857561437885906,0.013347828639249533,0.019446788699889757,0.008001499017493278,0.0029757941311293287,0.0012630099234295495,0.0,0.004965450426036975,0.0005672826374732851,0.0028331733610920413,0.039221214401957416,0.0,0.022385814726186008,0.004631075879988256,0.01819527822949016,0.0005612720384015765,0.0029338908837612137,0.003068779132773804,0.0007390933086516618,0.0021769660377994665,0.0,0.0,0.003581578436603097,0.0025094522815157154,0.03292694506476322,0.030886746648906675,0.0,0.0052765292365097305,0.05373288067497407,0.0,0.006382077565403121,0.0,0.017362287718935873,0.0015496682422303284,0.07063187755349941,0.04115023721623518,0.00953176845294419,0.021101149615161935,0.0,0.0
Publishing activities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telecommunications,0.003834133563345679,0.0014468524989002824,0.001378385071789777,0.00611497371666437,0.005160261645854034,0.003971813121892674,0.0013466343732009192,0.0008908480245292781,0.0009008898223382796,0.0006593905684000059,0.005152932389107531,0.002678601231709872,0.0018858803663815915,0.004919892890612086,0.003269415573086301,0.00430811983024685,0.009178973609767301,0.005803253307792201,0.009073212989314326,0.0029211718986333988,0.0008546743625421474,0.000650210898127714,0.0,0.006793424442856288,0.000412701989430346,0.0016556495467585893,0.1423148426383517,0.0,0.016736426509855656,0.0034623560533771085,0.008217326756617778,0.013879201455754794,0.0017761745907271453,0.0035769093018059722,0.0024878197709219015,0.007720262484313698,0.0,0.0,0.10247953793728858,0.044378992979232444,0.032222906222263654,0.01774272224990725,0.0,0.007233098837300445,0.007007164066376284,0.0,0.0008068276191510646,0.0,0.004400820461812003,0.0006411182964713854,0.07627481074450651,0.046610460211816744,0.032960121891691334,0.009407288897945648,0.0,0.0
"Computer programming, consultancy and related activities; information service activities",1.9366391620121945e-05,1.7407303156552034e-05,1.6872911230009553e-07,0.004522995345906533,0.0018368259141866936,0.004467928675069409,0.0010981381492320987,0.00023593631875152435,0.0009182109640134495,0.0008304124113472098,0.0008467072489889974,0.0002575080921458296,0.0011575292187486644,0.004622714915725778,0.0038947587615110416,0.002818251918464616,0.037635254395055086,0.0018751929243180513,0.005399374297055299,0.0008852199087659126,0.00039162559285531285,0.0005264774650537425,0.0,0.010074746937281748,0.0015831348252007093,0.00019818116315255857,0.0017940948358526796,0.0,0.005852055099194596,0.0012106466326883504,0.000125693027602188,0.0007812657759151936,0.0014744215222057217,0.00014463695494547742,0.0007667701134777262,0.0003072342980430841,0.0,0.0,0.00934387590423735,0.047639300686042045,0.024902995928542906,0.0027076816326610845,0.0,0.00025936054913711613,0.0069029302265461705,0.0,0.0008083000639992742,0.0,0.00019227407783168162,0.0030601205032998384,0.004077595172116878,0.0034565868210124496,0.0011659850744081069,0.005850670684680592,0.0,0.0
"Financial service activities, except insurance and pension funding",0.014824662746163361,0.002146530844382703,0.0025790426844185636,0.0442523365997809,0.018057782790056327,0.012129939049608903,0.0051334962007378955,0.006204230256510296,0.0023891900652757464,0.0114648234700138,0.028107554504324186,0.006969463265595897,0.007953170281800325,0.022884252139590177,0.0629576875960765,0.014116412759008322,0.038625310962439915,0.019112799547863192,0.02360345888998819,0.013545666254838041,0.007710650032407482,0.0020467363627594245,0.0,0.05308872221329635,0.002895669241946115,0.002216179513263528,0.09038226192465428,0.0,0.06286038163501821,0.013004270818710017,0.04017390371019659,0.010695046820288651,0.003149187212721783,0.005358378373845347,0.00026253267686679157,0.006797292358884194,0.0,0.0,0.0072850908503400875,0.007095082673421153,0.016275736957059837,0.0304946417337367,0.0,0.048567035121882464,0.03113813609726838,0.0,0.00021502592099116908,0.0,0.01101988760569161,0.0071100620656706,0.01964147664329347,0.032923149036941594,0.009903079083734447,0.010372502550593795,0.0,0.0
"Insurance, reinsurance and pension funding, except compulsory social security",0.004556486382311385,0.0024236110724815533,0.002614640964790229,0.0261633842040756,0.009379509525542094,0.006488265014901593,0.0026884812117308507,0.0019275508080275944,0.0011335986690059992,0.0030564896253808707,0.00888253912327202,0.001160564467682337,0.003119799809748881,0.009019226964571928,0.011502571946536729,0.005844933126290163,0.006463329588728293,0.006688980692491634,0.011405683206370809,0.004659600194809201,0.0024595015790818487,0.0012488241465334607,0.0,0.013789185855572171,0.00045333060782250543,0.0013004730648173643,0.04308352413210684,0.0,0.051187271883220774,0.01058939078520519,0.03630061681495611,0.0038040435471133017,0.00927416090282048,0.03977263506438839,0.00010216518017450278,0.0021627792655209573,0.0,0.0,0.006197330816788806,0.002227398464844933,0.008300332898845813,0.09858045062566209,0.0,0.008948325901394678,0.04014730377648125,0.0,0.001013307555739008,0.0,0.010814149650675295,0.008675643368277364,0.011379139280960111,0.0017108118304403378,0.0018518468093324302,0.013538589172078805,0.0,0.0
Activities auxiliary to financial services and insurance activities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real estate activities,2.9191346187555794e-05,2.363045520212329e-06,4.5896892076890093e-08,0.0004079900364220981,0.0005972070751255166,0.0008355759741319923,0.00023881868061751053,0.00016669678431841236,0.00023424068512802124,0.0002080043160938061,0.00039176136401416405,8.026732191827248e-05,0.0007489188683977562,0.0008686926792939241,0.0005239839634338373,0.0008150267034713905,0.0018383330428261176,0.0010477301530677039,0.0013346386546218365,0.0004513999942229791,0.00018440466351173863,0.00024411949310957306,0.0,0.00021882632732326174,8.004887741897925e-06,0.0004399044490513741,0.00038719989213320056,0.0,0.1166157786794986,0.024124943696462335,0.0009018208985738772,4.624954749770037e-05,0.0007548593332725297,0.0022708029183250047,0.00039759540418224967,0.00744288675329205,0.0,0.0,0.005989624909194041,0.005972598113561086,0.04908305638954456,0.0036291198085248912,0.0,0.022142956073862123,0.00666130379163584,0.0,0.00048366747009871225,0.0,0.002112285731171195,0.0009608579953913752,0.011010483352060537,0.01150993227507567,0.006087972960789593,0.03114585469380815,0.0,0.0
Legal and accounting activities; activities of head offices; management consultancy activities,0.000328387359918376,0.0003300993349982446,0.00025334427645508226,0.03883633046299322,0.03736704619752561,0.013298944870994114,0.003963570831791858,0.0038566361950554953,0.0022142104389991004,0.00947835033049341,0.022753477757462174,0.029363920764350744,0.009816438336533066,0.017677853809223532,0.017935596596494338,0.013319268763242548,0.03178751716222378,0.02800755184125001,0.03084024644079765,0.028751481185465187,0.005445202986186581,0.0045201496829754915,0.0,0.006642146035038685,0.00018930709386350878,0.0006919003153155189,0.020647632752263452,0.0,0.26072184296710604,0.053936953071386615,0.00412110853270965,0.004036616860319933,0.0005550174161467542,0.005228869431793806,0.0013592741900778267,0.008458539918338533,0.0,0.0,0.014991520138807342,0.013082874942021396,0.07910827060595574,0.009066877337046612,0.0,0.0322521744994746,0.05582759018084987,0.0,0.0040318004826695114,0.0,0.008166166703905353,0.0028031571222730386,0.019240019380250745,0.0086301054431062,0.001257430643027764,0.015064729374316186,0.0,0.0
Architectural and engineering activities; technical testing and analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scientific research and development,0.005634102467334696,0.0001173217391985135,0.0003361572662478012,0.046797422706956804,0.014771100372534986,0.007170405525867141,0.0017604137002419026,0.0017081464011834456,0.0017214838526569654,0.006595524336673343,0.042272660197750715,0.0177206212664269,0.011701239417574635,0.009952039050659233,0.06389909520938183,0.009048716705011787,0.15780970372136396,0.06136626971736949,0.06149808551472443,0.06256343924320128,0.02009354988577187,0.0014624908964064555,0.0,0.01039460376129961,0.00018859833660235328,0.00028736239411764037,0.03819439582331675,0.0,0.03894365389531883,0.008056486593818472,0.002603510770673615,0.0009216124464574504,4.8009134002099856e-05,0.0001084867889760959,5.2248487912157046e-05,7.1220365495564e-05,0.0,0.0,0.001949079070859851,0.044341953878391474,0.0027355601942972794,0.0018601198616758317,0.0,0.0006541029106584673,0.0026983449982790025,0.0,0.010939525012468265,0.0,0.004838948635833375,0.00031762007035045117,0.00014753220561585076,0.04813467822192443,0.0032118292573384347,0.0025855785160341384,0.0,0.0
Advertising and market research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Other professional, scientific and technical activities; veterinary activities",0.0189912286113914,0.007871439147785502,0.002178563780847795,0.030316962960984965,0.009114655372260371,0.005142182995488874,0.0035276599136396572,0.0038954310441954095,0.0007873223822040383,0.0008138782938697577,0.03101477614283519,0.005291005742395998,0.006117275770224043,0.010188196385751472,0.018563847458439826,0.009299657470695681,0.033463097840779756,0.015288155076715115,0.03028073753203193,0.04057655512518161,0.007655909225461997,0.0007920338048212097,0.0,0.010488089203690334,0.00019559746550407825,0.0010994676208449532,0.3423481416912453,0.0,0.008955000074937205,0.0018525698242210192,0.0015109459490828883,0.0007339743769340599,8.859694058198712e-05,0.000126328128334934,0.000111008442364848,2.575776827785274e-05,0.0,0.0,0.0005825857269787282,0.0015569065079958306,0.0017553861713987876,0.00024968123913470696,0.0,0.00012741677028814356,0.00013092065888497788,0.0,0.011477907864521403,0.0,0.1054008743060205,9.4794294502668e-05,0.0008224086287916457,0.006903042037801751,0.0006871574764078186,5.91480641464169e-05,0.0,0.0
Administrative and support service activities,0.0007732002323552569,0.0001482479817272403,0.00012613214425767944,0.008637757870792965,0.003998053170690905,0.004369422667099776,0.0011853869540684975,0.0024998242987988055,0.0004930811672749273,0.0007381934308064895,0.0027199367816903566,0.0008080275436709558,0.001173089206994485,0.004590590246042311,0.0030749894759872195,0.0034786968524261447,0.0048543102098268,0.0030323455205179027,0.005671783281134589,0.0033111628225057105,0.0009692696903339433,0.0006735825810048052,0.0,0.0033563477944126264,0.0002048263176895625,0.00046058173630896915,0.07798732397092448,0.0,0.03664697547775186,0.007581360173190937,0.0024924926139148497,0.003482702545993399,0.005850804985666566,0.003717498108904259,0.0002790770365543264,0.002840987080347199,0.0,0.0,0.00910405038270885,0.0019105608989886478,0.023776504404666682,0.0012472942663718342,0.0,0.0023893432887643453,0.025224538543623717,0.0,0.0017930107125510913,0.0,0.002527486568433878,0.007983597459839922,0.02327186850985557,0.0020417841889884456,0.0019408212296693587,0.011357012141741092,0.0,0.0
Public administration and defence; compulsory social security,0.0009153737531356566,0.00019713358629242937,0.00014510899984828066,0.0010187304186182271,0.0010712663259944456,0.0004794852759109632,0.0003251956832861308,0.0001491031645963573,0.00014818437130108793,0.00011680701722364465,0.0006999466007551359,0.0006658398152933632,0.00044105339668878507,0.0007706660502008178,0.0015775969607117661,0.000721599724368675,0.0032682445445714166,0.0012488203448898741,0.001531421882004195,0.0045819803981102195,0.00017356537738301086,8.009508498340392e-05,0.0,0.0003123315054590341,3.017865463306277e-05,0.00026297336610049395,0.002460149916480505,0.0,0.0014217200708130568,0.0002941190038679155,0.0003509043448790954,2.0941669392339937e-05,9.268914555357723e-05,0.00023081066894585554,7.653388462251797e-05,0.00018883976013857543,0.0,0.0,0.0009764512228460136,0.0007860923180566783,0.001075405340951721,0.0007274772390499405,0.0,0.0015448313594266152,0.012006628421892141,0.0,8.790826634437399e-05,0.0,0.0005727070558181291,0.00018776333787498805,0.011315092382875204,0.0028636193327917373,0.0009847230985478156,0.0017271902418930544,0.0,0.0
Education,0.0004969517817420746,0.00015773709632873272,0.00014525961039450053,0.0023064454039852813,0.0010027166352357248,0.000596586612981921,0.00019413135535979712,0.0001816414850735969,0.00017657490014143788,0.0002939796509505858,0.0008248088663298221,0.0004710009509168967,0.00030588564642023287,0.0009555086503976875,0.0005989461728640739,0.0008580520094180511,0.0009704567372077733,0.0007433663887107856,0.0014878762052967082,0.0008570958042868604,0.00030164259325202674,0.0001243152782714662,0.0,0.000450570759219016,0.00011871245585083749,0.0007658622984384064,0.00541850334838458,0.0,0.003683050324215133,0.0007619327565194065,0.001158532048378859,8.231297925499362e-05,0.00017124868793418413,0.0002031199980323371,6.552755293613522e-05,0.0005858009323126026,0.0,0.0,0.0007746434629026022,0.00025572285993080116,0.009314596665830196,0.001054680510089438,0.0,0.0005729925193362586,0.0008467194416335927,0.0,0.0011030122495262148,0.0,0.0009263761166745246,0.000426912491558661,0.021148126700042725,0.0441873340771504,0.005851703894103984,0.00185495223609701,0.0,0.0
Human health and social work activities,0.0009886463420834119,0.00012836702234308257,6.219112648291091e-05,0.001827864754355439,0.0006019602533823176,0.0006454372452151444,0.00024327410741354174,0.00029598643194297513,5.676389177102919e-05,0.0019961501667383765,0.0005933974740653848,0.0002769895898699475,0.00016653782581460327,0.0010491861698658138,0.0016364149083577543,0.0010441622859045391,0.0008671748776819996,0.0011489051639196025,0.0020145657620906266,0.0010685914891896415,0.0004844210376290027,7.735079058243072e-05,0.0,0.0013266168433700692,2.824227981450039e-05,6.283824878954987e-05,0.002943006628326203,0.0,0.0020670032371736466,0.0004276122603809036,0.0007644355066227528,0.00020226505569972654,2.5089465904991294e-05,0.00010734599205126616,8.543570535971363e-06,0.00025315151368439614,0.0,0.0,0.00018817791338339386,2.82158045903303e-05,0.0005787852561726799,0.0002951833410583508,0.0,0.0002781456846328119,0.00014883016633314135,0.0,8.113122110685554e-05,0.0,0.00015750694762497886,7.321762122573222e-05,0.0075312385880888875,0.0016343052381230859,0.011104447234291243,0.0007043673398957305,0.0,0.0
Other service activities,0.0021601112797188663,0.0012278062584888808,0.0009600679372179482,0.018629238890267782,0.012227121559987906,0.006418224488026429,0.0024635464459468793,0.0029083139485271228,0.0019177678617978986,0.0043469131931515815,0.011275961449086028,0.0043070477440733754,0.005111121937886391,0.012031806004188584,0.013799555225050532,0.010199103457204163,0.013781761308369578,0.014258207416721744,0.018168177228249704,0.019278571986379302,0.003491227737655222,0.0010849442777217983,0.0,0.010424031720657985,0.0011305067785896592,0.005410117461133308,0.04801595279290022,0.0,0.03483328767643887,0.007206152661951046,0.020909811409105868,0.0012577473832992708,0.0010418397444343283,0.016379109772122265,0.0006137169378490004,0.008012124897751764,0.0,0.0,0.005829112601443814,0.001058765248072898,0.0197805567033361,0.0058937918446389575,0.0,0.0045850375959908055,0.011953910137806244,0.0,0.003481381147085567,0.0,0.008191415140728362,0.008431331727477107,0.059889298368662136,0.036061412382051905,0.016660056392919786,0.04132810818250111,0.0,0.0
Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Activities of extraterritorial organizations and bodies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
