,"Crop and animal production, hunting and related service activities",Forestry and logging,Fishing and aquaculture,Mining and quarrying,"Manufacture of food products, beverages and tobacco products","Manufacture of textiles, wearing apparel and leather products","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Manufacture of paper and paper products,Printing and reproduction of recorded media,Manufacture of coke and refined petroleum products ,Manufacture of chemicals and chemical products ,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of rubber and plastic products,Manufacture of other non-metallic mineral products,Manufacture of basic metals,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of computer, electronic and optical products",Manufacture of electrical equipment,Manufacture of machinery and equipment n.e.c.,"Manufacture of motor vehicles, trailers and semi-trailers",Manufacture of other transport equipment,Manufacture of furniture; other manufacturing,Repair and installation of machinery and equipment,"Electricity, gas, steam and air conditioning supply","Water collection, treatment and supply","Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",Construction,Wholesale and retail trade and repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles","Retail trade, except of motor vehicles and motorcycles",Land transport and transport via pipelines,Water transport,Air transport,Warehousing and support activities for transportation,Postal and courier activities,Accommodation and food service activities,Publishing activities,"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",Telecommunications,"Computer programming, consultancy and related activities; information service activities","Financial service activities, except insurance and pension funding","Insurance, reinsurance and pension funding, except compulsory social security",Activities auxiliary to financial services and insurance activities,Real estate activities,Legal and accounting activities; activities of head offices; management consultancy activities,Architectural and engineering activities; technical testing and analysis,Scientific research and development,Advertising and market research,"Other professional, scientific and technical activities; veterinary activities",Administrative and support service activities,Public administration and defence; compulsory social security,Education,Human health and social work activities,Other service activities,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Activities of extraterritorial organizations and bodies
Construction,0.00642563740648341,0.00013774169749417644,0.0,0.0026673793327815906,0.003234446792008531,0.0065382371918253895,0.00023122396009495806,0.00023837714491132555,0.0014304412851938566,0.00017236454381475724,0.0025811047251539324,0.0001672432771203175,0.00048792422475066197,0.006258578379190824,0.0003599616948162566,0.0011104102444613767,0.0009846178057125606,0.001589938791674671,0.0029480250651979832,0.001329046045979985,0.00030948103776117457,0.0023092143799045488,0.0,0.003053012536678945,0.0015225568308324911,0.0,0.12173153962291364,0.0002260603200603612,0.0017563448924994614,0.002867988067363196,0.009543830522295377,9.030619569321757e-05,0.00025238251035143494,0.000652569088136703,0.0,0.005023196133566913,0.0,0.0,0.00045258281901160353,0.0035964287232203773,0.003552616983054642,0.00014919564917358156,0.0,0.01895734968081185,1.2410325473586457e-06,0.0026773536861763353,0.0,0.0,0.0,0.00010223032034342083,0.0,0.0027835495148678317,0.0012973660909549956,0.0009074553359474075,0.0,0.0
Wholesale and retail trade and repair of motor vehicles and motorcycles,0.0500939473134539,0.00014742053718504487,0.0001432643774833268,0.0017471213159238506,0.09378233382125385,0.051183837665945454,0.008676668623650354,0.004325779415039314,0.0021271499430685226,0.0044720492945423945,0.024680298793475854,0.002924320486364619,0.009156570569882339,0.012184744925240614,0.051034515495255346,0.008339575119410995,0.002228280422017049,0.004787906639148429,0.00728881590887263,0.01709092682837693,0.003295369425555821,0.01233227465956278,0.0,0.010119497098770264,4.790017143756705e-05,0.0,0.07904321652690373,0.0068796902288733395,0.0,0.0,0.050504172485307926,0.0003972416479564636,0.0003524351928999871,0.00035258385643900203,0.0,0.02354323295475422,0.0,0.0,0.0003902734002503153,0.0004447994509822146,0.0005820509279397244,0.0004192835045730152,0.0,1.7601720586953503e-05,2.8041249934378445e-05,0.0006690031839793367,0.0,0.0,0.0,6.426502457889272e-06,0.0,0.0004381459518421785,0.001836284897400516,0.0006848858511892879,0.0,0.0
"Wholesale trade, except of motor vehicles and motorcycles",0.05009394731345389,0.00014742053718504484,0.00014326437748332687,0.0017471213159238506,0.09378233382125387,0.051183837665945454,0.008676668623650354,0.004325779415039314,0.002127149943068523,0.004472049294542395,0.02468029879347586,0.0029243204863646194,0.00915657056988234,0.012184744925240614,0.05103451549525533,0.008339575119410997,0.0022282804220170485,0.00478790663914843,0.007288815908872628,0.017090926828376936,0.0032953694255558213,0.012332274659562777,0.0,0.010119497098770263,4.7900171437567036e-05,0.0,0.0790432165269037,0.0,0.006879690228873347,0.0,0.05050417248530794,0.0003972416479564636,0.00035243519289998717,0.00035258385643900203,0.0,0.02354323295475422,0.0,0.0,0.0003902734002503153,0.0004447994509822147,0.0005820509279397246,0.00041928350457301537,0.0,1.76017205869535e-05,2.8041249934378452e-05,0.000669003183979337,0.0,0.0,0.0,6.426502457889274e-06,0.0,0.0004381459518421784,0.0018362848974005162,0.0006848858511892879,0.0,0.0
"Retail trade, except of motor vehicles and motorcycles",0.05009394731345391,0.0001474205371850449,0.00014326437748332692,0.0017471213159238508,0.09378233382125387,0.05118383766594545,0.008676668623650356,0.004325779415039314,0.002127149943068523,0.0044720492945423945,0.024680298793475847,0.0029243204863646185,0.00915657056988234,0.012184744925240614,0.05103451549525535,0.008339575119410993,0.00222828042201705,0.00478790663914843,0.007288815908872629,0.017090926828376936,0.0032953694255558204,0.012332274659562777,0.0,0.010119497098770264,4.7900171437567056e-05,0.0,0.07904321652690371,0.0,0.0,0.006879690228873352,0.050504172485307953,0.0003972416479564636,0.0003524351928999871,0.0003525838564390019,0.0,0.023543232954754217,0.0,0.0,0.0003902734002503153,0.0004447994509822145,0.0005820509279397246,0.00041928350457301537,0.0,1.76017205869535e-05,2.804124993437846e-05,0.000669003183979337,0.0,0.0,0.0,6.426502457889273e-06,0.0,0.00043814595184217856,0.0018362848974005168,0.0006848858511892881,0.0,0.0
Land transport and transport via pipelines,0.017596599550634903,0.0009401472400521058,0.00011884219513913101,0.004812363881960254,0.031316844880364084,0.03957261776325732,0.005526002353260274,0.0044629451248837364,0.0037071884379800296,0.0052698967159513525,0.02204437902886926,0.003442662335139653,0.006632901851493124,0.013050394642755222,0.027535053220111384,0.005938112032212363,0.0018105521792783571,0.006289926478580203,0.006708102987935047,0.011428347002040604,0.0019459420452728892,0.0450807138468983,0.0,0.006918916978202955,0.003349218762655214,0.0,0.05580332831486575,0.0028023989185591335,0.02177285702348431,0.03555354896548435,0.023272342795843837,0.0005627427944345277,0.0008191913487253729,0.005096513730643837,0.0,0.010342909825493853,0.0,0.0,0.0007488786997729678,0.001217195844308416,0.006141637575056007,0.00361024849327687,0.0,2.5678513724551157e-05,0.00017831092330101674,0.0013154578530966497,0.0,0.0,0.0,2.8112049270031124e-05,0.0,0.009891870772583772,0.0032373603391054138,0.0019342845765063248,0.0,0.0
Water transport,0.03043414814899821,0.00023028989364034548,0.00011991089731118057,0.0038639241144789965,0.06832032051074804,0.004935359189681591,0.014393926133620465,0.005002922699714435,0.0003300037967691053,0.009472854757615681,0.020815822487096094,0.0016307352502827365,0.001489499026486564,0.01776441699112571,0.034519025713612476,0.0023382534556597077,0.00021422106569385116,0.0009744415442320378,0.0007488860578131197,0.0008998945384875852,0.00024280077992414747,0.031648457745973524,0.0,0.01763016254592514,5.483399250006423e-05,0.0,0.055720942160949416,0.00034907464058786433,0.0027120879150037275,0.004428649413385647,0.08806601190854814,0.00013141596612283672,0.0004229603946341323,0.00026738591203776397,0.0,0.028767528534128763,0.0,0.0,0.0003282149875519276,6.041749575278107e-05,0.0005043213667136895,0.0006002306223970478,0.0,3.5116970089438127e-06,2.2309777354540136e-06,0.00011611759631607901,0.0,0.0,0.0,0.0,0.0,0.0002484510271787346,0.00037894039795443115,0.0005560896636428187,0.0,0.0
Air transport,0.000461718886496304,1.8393343879807528e-06,1.3751240964041662e-07,0.00032973799863110097,0.0013303719373275267,0.0013685594382174052,0.0009631287776226186,0.0001178084309869338,0.00034115491826516696,0.0027436666403330427,0.00393939190687231,0.0008495206622287334,0.0009727862406258415,0.001996326167453634,0.0066718097364699,0.001948487852066264,0.0007610995522204668,0.0013875676895661044,0.0019847267455901313,0.0026765254211610578,0.0005714628612522314,0.004148685826326244,0.0,0.00022792451052652154,1.321282044936549e-05,0.0,0.001052471273365296,2.4683224620988568e-05,0.00019177295458979506,0.00031315178912486014,0.0007370162550194818,1.0111416751800232e-05,6.709475392951523e-06,4.9670348115546586e-05,0.0,0.0004969826190664544,0.0,0.0,0.00010217630750156178,0.0003505184257369612,0.0023014624673544726,0.0004072849101332486,0.0,2.846366302409026e-06,0.00048589834420199445,0.0011685399112856263,0.0,0.0,0.0,8.781077797922643e-07,0.0,0.00035124635753215887,0.0002619411224410666,4.3359290509917184e-05,0.0,0.0
Warehousing and support activities for transportation,0.027740353806217026,0.00013386000695027973,0.00017984740382951403,0.007944109974823973,0.04301737878509877,0.06513290435406517,0.007981148441350255,0.006418715932402205,0.005187318365907942,0.00418964114578983,0.02592186949411802,0.004297119842960527,0.010570912432257943,0.01170776535562492,0.0242272119941642,0.007795300323248168,0.0015867877116675533,0.004969932543845963,0.007543030208536973,0.012813197202330371,0.002442105294160984,0.03403821498562235,0.0,0.0064235902019996625,0.00011707200069983141,0.0,0.0826556265817269,0.006090869370428516,0.04732218067627751,0.07727380315834559,0.025731489723353783,0.00014196662660269935,0.00018791705473968195,0.0030532272384153443,0.0,0.01856705036442017,0.0,0.0,0.0002569724888708989,0.00035977408693293247,0.0008457258801011495,0.0009831819528519255,0.0,3.7836730556696065e-05,5.6076118215168194e-05,0.0008655761234156507,0.0,0.0,0.0,2.032439483032171e-06,0.0,0.0006220574956006153,0.0045204793528919734,0.0006695444053503934,0.0,0.0
Postal and courier activities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accommodation and food service activities,0.00021541422958087025,0.0009827392439396036,0.0,0.0012196062629067676,0.0,0.00014294516056577832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032729647615786224,0.0006937202963236565,0.0,0.0011947508349744098,0.0022537362168837238,0.017510096829500447,0.02859276044234962,0.19944523949843224,0.00041508263925794323,0.00034903119753137036,0.010473711963822976,0.0,0.03392450432765229,0.0,0.0,0.00041193821166246716,0.006875962149545026,0.017591768869802595,0.009171728662277114,0.0,0.004483825816253764,0.0005972762181375161,0.02490774193242757,0.0,0.0,0.0,0.00012392626749952948,0.0,0.010571825426085124,0.03168328849345614,0.0023680594736843947,0.0,0.0
Publishing activities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telecommunications,0.0007272854031525983,0.00033228455293946767,0.0,0.0017223970112881252,0.020217107808632645,0.019247348756929333,0.0021859054965405254,0.002198471877697909,0.0006453155557282485,0.003770615805107466,0.009622404186709165,0.0037507524749491755,0.0026102243303827493,0.004791516735521048,0.014149911200846346,0.002740839945077466,0.09134780346550517,0.018155851893214604,0.005874145642331474,0.014383680224018418,0.0026865053275819755,0.018646662401815138,0.0,0.013549917205427984,0.0006644541140735388,0.0,0.008973714256124506,0.0015588362016403737,0.012111165728966884,0.01977668448883295,0.08390974876159138,0.0013570320437536227,0.0023082631803503168,0.014195072418148715,0.0,0.0070036784657184934,0.0,0.0,0.0038163832256985224,0.009658849384710929,0.06797391807234972,0.030214191065107664,0.0,0.00256861130583524,6.819406514505857e-05,0.022791912281986824,0.0,0.0,0.0,6.137223868737299e-05,0.0,0.007587174295703491,0.011720808740540527,0.019087644357872826,0.0,0.0
"Computer programming, consultancy and related activities; information service activities",2.9212622959342934e-06,0.0013166866039406235,0.0,0.0008686010347488979,0.03218276575581993,0.03791514016250206,0.002181698235867906,0.0036379274704654786,0.01107252678452324,0.008007218930723663,0.023529659145830207,0.001403225004097662,0.005940145916633473,0.00499918581250807,0.0015849864196837815,0.038514924463905066,0.003438960167180407,0.017997569544446874,0.033736802646302536,0.011886977640124268,0.010926265286941825,0.027807699473310542,0.0,0.0006679171970287297,7.405324303685884e-05,0.0,0.0020655088167746884,0.0012076899176447014,0.009382982462433027,0.01532175249488722,0.011571397805041184,0.0004625501664736018,0.0029092207455337885,0.0029850807713152957,0.0,0.006674406870222048,0.0,0.0,0.0009378458670267236,0.10668595109883389,0.008822777327912442,0.0004836938635883878,0.0,0.00010778324099820365,4.14128611333431e-05,0.005833783495571684,0.0,0.0,0.0,2.028895577829883e-05,0.0,0.0010719060999345655,0.0017141189339913462,0.0024210880228939294,0.0,0.0
"Financial service activities, except insurance and pension funding",0.027319824144454503,3.317615232747743e-05,1.8564920976582348e-05,0.005781093872651734,0.05536289461836283,0.024990224448921412,0.005515907284806709,0.003033821725164948,0.003089523537947419,0.0114173666563796,0.02023636282829212,0.009214042321405087,0.00578554100791288,0.006418492757467661,0.025547757080345613,0.010259924348426732,0.0021630379741125224,0.011364195943433244,0.012608934913800272,0.04089466771720853,0.003383174283865428,0.05001048127901884,0.0,0.026626116854014368,0.0014812233187462027,0.0,0.06472429397052065,0.005721578485898038,0.04445302540515991,0.07258867376484296,0.017975008357207233,0.00012412452090055265,0.00013330098585685496,0.0021932788963977285,0.0,0.014086623654539441,0.0,0.0,0.000367549058165124,0.010158337908484062,0.034816877382587576,0.0035643855577439797,0.0,0.012418433761334622,0.0011317573878929846,0.007932049882610735,0.0,0.0,0.0,0.0004039853471765966,0.0,0.01601359207519234,0.00450876359354965,0.013431137010877569,0.0,0.0
"Insurance, reinsurance and pension funding, except compulsory social security",0.004829483872618128,0.0,7.314971803408038e-05,0.0015913628651920378,0.036115858293520965,0.06388582738875538,0.00241714896452629,0.0032538271554627355,0.002738933725042638,0.004552249160503975,0.024072207448499857,0.00313515383973553,0.004920557548058702,0.006582315950923725,0.00750913156684104,0.013054854863923585,0.01710200494082051,0.014147224152234829,0.023075780283385982,0.044773218839067576,0.005358563899886837,0.030336901831612674,0.0,0.012621192808907443,0.00013567759793319055,0.0,0.06993761051560188,0.0040033116104439825,0.031103184752678655,0.050789319972758463,0.07301953394111442,0.0016245631674910643,0.0011173622022338653,0.0089689194966746,0.0,0.013195185455145957,0.0,0.0,0.0003527286326145844,0.005982528586074812,0.03538435547528332,0.011148157744277765,0.0,3.642811721610143e-07,5.155265503418784e-07,1.0447642395259066e-05,0.0,0.0,0.0,0.0,0.0,0.006138791149968442,0.0,4.294947063213254e-05,0.0,0.0
Activities auxiliary to financial services and insurance activities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real estate activities,6.705525034630357e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035027138747316406,0.0,0.0,0.0,0.0,3.9125868572203584e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.6654321491581216e-05,0.0,0.0,0.0,0.0,0.007947562361705206,0.0,0.008578621563060836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Legal and accounting activities; activities of head offices; management consultancy activities,0.0,0.0019809518849637146,0.0,0.015487385694129179,0.01139513356024287,0.021111566649643455,0.005383064665366729,0.0008328812302541781,0.000917816465719831,0.0009243216925026089,0.0054990477416597084,0.00014893422194687793,0.0014172010107999069,0.0009535601993933497,0.006410339807221656,0.003675957021861322,0.004645847915007959,0.012731572253709965,0.024052062517103012,0.02490398977770193,0.006742788196780473,0.033779857128624365,0.0,0.0004636150799362558,0.0005770127935227972,0.0,0.013927810431838907,0.001299079560365605,0.010093021854473838,0.016481197039308604,0.004939158169435261,0.00029527709457130113,0.00021828293159479215,0.011132823872578145,0.0,0.004348983663084543,0.0,0.0,0.0008996586696186447,0.01855554618612707,0.005798659015105237,0.0023911342145428423,0.0,0.1197860538690348,0.019184650902893535,0.0883078424206026,0.0,0.0,0.0,0.0006791753252102957,0.0,0.0015531493096643295,0.007269701722711657,0.015204859889733932,0.0,0.0
Architectural and engineering activities; technical testing and analysis,0.0008096947678207914,0.00027997798271360477,0.0,0.004974968131901462,0.021491521920865096,0.03276800769796846,0.0008706216438275006,5.438119988185391e-05,0.0005490320229019412,0.0003710539545064044,0.00415537278902824,0.0037601146824545973,0.0013607073499690987,0.0022970140607489605,0.010472820187482124,0.007724800821179781,0.01027890413857683,0.008764701227657117,0.03127726243054222,0.014631688375140584,0.0017906010609672238,0.034382064180113,0.0,0.0003720365835873038,0.004991539297431116,0.0,0.1036019987874941,0.0031955181572085717,0.024827143449164236,0.04054098455434155,0.15144645331441137,0.0006637789366156218,0.00040616862931023786,0.0044759390453391655,0.0,0.0021267542832970883,0.0,0.0,0.0006496308493846747,0.04305827004662887,0.008392391976061427,0.0009127353571763885,0.0,2.7636389338551495e-05,0.0005575570112512925,0.12753779488234546,0.0,0.0,0.0,0.0004019055223438709,0.0,0.004375769349556289,8.802437930423019e-05,0.024790493991205035,0.0,0.0
Scientific research and development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advertising and market research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Other professional, scientific and technical activities; veterinary activities",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Administrative and support service activities,0.00012815207143201292,0.0012105586692893369,0.0,0.04729831612382517,0.007158330494131016,0.007850858692227923,0.0023496563141947317,0.0016954662607300208,0.0005419607724629136,1.2843788096193306e-05,0.0007831678988910718,0.0004422477591491454,0.0010619463591408512,1.5373015358452563e-06,0.001019506430428002,0.001659564577898566,0.0020394178924374954,0.0007449279557077145,0.00025048387264369794,0.012108876927812217,0.009842722578031447,0.015447166592922014,0.0,1.5637613202906588e-06,0.0006026561787981654,0.0,0.01683454265724421,2.0916647763119664e-05,0.0001625090482803716,0.00026536588189315333,0.2405942068655964,0.0027095141888822624,0.0038423749295316573,0.0007177412235653776,0.0,0.0005433383738341055,0.0,0.0,0.004399239539729569,0.0021622168377907593,0.0,0.0,0.0,0.0,1.3452130793649689e-06,0.0014827046718500021,0.0,0.0,0.0,0.00854177595990001,0.0,0.0012475438497132568,0.00012215871543780417,0.03235911872022874,0.0,0.0
Public administration and defence; compulsory social security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Education,3.453707297828334e-05,0.0,0.0,0.002911758842307616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.882943712494851e-07,0.0,0.0,0.0,0.00030373157932944716,6.90372940482673e-05,0.00040683783361531096,0.0,0.0,0.0,0.0,0.0,0.001184099775755957,0.01339328411715098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004008461889916733,0.0013371213789150507,0.0,0.0,0.0
Human health and social work activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075308049990906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003814200079345425,0.01786352870717386,0.0,0.004101959132728254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other service activities,0.00029862867179077514,0.0006871436846364621,0.0,0.006925728020783656,0.011599895424213413,0.09198994723038176,0.0005997804483157402,0.00022762852453177417,0.002738747574385968,0.000858880909957351,0.01657173640558446,0.0035285369275867705,0.016783155594663954,0.003384665152560506,0.010135734011910667,0.016995747332404516,0.006276223117062632,0.015061120790088003,0.005353868635855115,0.0021530526216972613,0.0016871856091302993,0.023312864049770975,0.0,0.002868693922372769,0.00014645311099984278,0.0,0.0027038217402325835,3.712559189021655e-05,0.00028844223382498317,0.0004710059443714243,0.00834204116607553,3.45835323785809e-05,3.9177082682126466e-05,0.002496578269139581,0.0,0.004290729787905032,0.0,0.0,0.0006510981215959876,0.0026314893833251085,0.004680292412512582,0.00025104705294572523,0.0,0.003512761456553677,0.0007683560415080453,0.004260619776531161,0.0,0.0,0.0,0.00011960068004540842,0.0,0.0005944086407956453,0.0018976994975879148,0.04047002390055439,0.0,0.0
Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Activities of extraterritorial organizations and bodies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
