,"Crop and animal production, hunting and related service activities",Forestry and logging,Fishing and aquaculture,Mining and quarrying,"Manufacture of food products, beverages and tobacco products","Manufacture of textiles, wearing apparel and leather products","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Manufacture of paper and paper products,Printing and reproduction of recorded media,Manufacture of coke and refined petroleum products ,Manufacture of chemicals and chemical products ,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of rubber and plastic products,Manufacture of other non-metallic mineral products,Manufacture of basic metals,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of computer, electronic and optical products",Manufacture of electrical equipment,Manufacture of machinery and equipment n.e.c.,"Manufacture of motor vehicles, trailers and semi-trailers",Manufacture of other transport equipment,Manufacture of furniture; other manufacturing,Repair and installation of machinery and equipment,"Electricity, gas, steam and air conditioning supply","Water collection, treatment and supply","Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",Construction,Wholesale and retail trade and repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles","Retail trade, except of motor vehicles and motorcycles",Land transport and transport via pipelines,Water transport,Air transport,Warehousing and support activities for transportation,Postal and courier activities,Accommodation and food service activities,Publishing activities,"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",Telecommunications,"Computer programming, consultancy and related activities; information service activities","Financial service activities, except insurance and pension funding","Insurance, reinsurance and pension funding, except compulsory social security",Activities auxiliary to financial services and insurance activities,Real estate activities,Legal and accounting activities; activities of head offices; management consultancy activities,Architectural and engineering activities; technical testing and analysis,Scientific research and development,Advertising and market research,"Other professional, scientific and technical activities; veterinary activities",Administrative and support service activities,Public administration and defence; compulsory social security,Education,Human health and social work activities,Other service activities,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Activities of extraterritorial organizations and bodies
Repair and installation of machinery and equipment,0.0021926243207054607,0.00032485911115515804,2.2939479694983725e-05,0.011604883516763326,0.016890050000910876,0.005411705365747156,0.00916071709349177,0.014344360457199775,0.0017786940254994883,0.003629426659775142,0.038903112559384764,0.001878712689913333,0.007802540396367332,0.01476933428560252,0.050223484644648736,0.042116721515059935,0.009867398546812844,0.026156230668459193,0.0735374031825181,0.08691439407781192,0.009307259948062906,0.008359483646648814,0.01045113924493769,0.06097024203808732,0.0009721101199719327,0.0005052420145324687,0.008747680514349158,0.0006788835727621018,0.0031727849338334577,0.003500317324868061,0.019239723670079645,0.006932112792738328,0.030976961601725014,0.0026594087220848713,0.0001928739998457436,0.0011675517109977808,0.00031215889389482566,0.0011468583166530481,0.01706438437998574,0.001851859733131733,0.000609942859039911,0.00036828397616538595,0.00014064597158251296,0.008059285393724025,0.0003272093644252669,0.0005684727921680576,0.004727703430654454,0.0001221592528129363,0.0015494178752769867,0.004699924322031972,0.01597876137520294,0.002636891884251689,0.01338445184789974,0.0008621153983165159,0.0,0.0
"Electricity, gas, steam and air conditioning supply",0.009329511628332668,0.0001616294970668643,7.096673702179026e-05,0.002534761873249833,0.022906160386626198,0.003042920713376652,0.003638156119703133,0.012831893732690459,0.0024593581354897427,0.006420151148476231,0.030447703822684122,0.002830693983476526,0.012449514520044941,0.014129619448261587,0.03204434516367813,0.01425897503342424,0.004721271819167091,0.006800596965678581,0.013896518634987028,0.01756230903275886,0.0019009633438077567,0.00322434439501431,0.0019912955853648457,0.14849795888596345,0.0038970089255086987,0.003242792034919641,0.014095520825380667,0.00516449080335407,0.013624597496433832,0.029600401396120996,0.01693207293291866,0.00022307826893084258,0.00039702623528295835,0.005973632683351166,0.002032889904001763,0.01747509509374549,0.001678363799481868,0.0013741722306184604,0.006195213309008812,0.0032069824731254465,0.007837136888406352,0.003273226731466677,0.0014544305746333724,0.014578153483934117,0.005782104620322315,0.0025961795999044205,0.0029129670250829976,0.0006816939762340697,0.0015094358014097673,0.010048831328066023,0.018083186996470862,0.00918114250098256,0.025468119297478026,0.013559087998158227,0.0,0.0
"Water collection, treatment and supply",0.01268092895983067,0.00019210471122976363,8.131882066955871e-05,0.002568416927296677,0.026552240972589933,0.002623880927232638,0.002110573480743873,0.014153859998372322,0.0010504688657302897,0.002237490516781959,0.01952680844794702,0.003072468651663917,0.014733582720965735,0.009800266781721637,0.022101213474008632,0.017292755738753933,0.003504303303335511,0.005356524685076306,0.010565699693810948,0.012115049480497339,0.0011291901290144384,0.002495165237080369,0.0015134603841482188,0.020113181765051974,0.0018193003800581497,0.025850249009170687,0.013596285973060113,0.002860928693008984,0.005074315923872142,0.011079179212830284,0.0044277392800674414,0.00018778282000139285,0.0003331913662922211,0.0036081931198005623,0.0013438043065696255,0.02005259183411075,0.001493776229419007,0.0007413719914368389,0.002744141238308716,0.0026597946701083443,0.004978592200764733,0.0026233118455232483,0.0004956879125476781,0.009703529946524677,0.006374140320162581,0.002671453382760251,0.0022949373601627797,0.0009885977398100703,0.001815051332497454,0.009992480728386632,0.019735526163081656,0.011910854905873448,0.02400689748335816,0.02657946747588696,0.0,0.0
"Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.02164757773207301,0.00031671483161414767,4.267859520607427e-05,0.003755907705565666,0.04519587762513439,0.004497327521957724,0.006072184117054766,0.038870157727536374,0.0007295659821418611,0.0017170068050943856,0.024873099689693062,0.006736486101014574,0.055585342183292356,0.016578163872814716,0.06347091681521703,0.05082579719765977,0.002626254745952144,0.004105944582547542,0.008549206845070314,0.011783656326002308,0.0009587333087041536,0.0044337485205185045,0.0012717168102120682,0.007185049267451052,0.006035466153270928,0.12490737616611249,0.009832496183526204,0.00257723285283528,0.005374053728282144,0.018936430944138886,0.002756524558851248,0.0001016071138030187,0.00017492283635304798,0.00320991035347032,0.0009392097702690766,0.018544096497097606,0.0012450203397133227,0.0007183085498544921,0.002205506478338237,0.0027562494053107946,0.005822437455593708,0.002291314408142023,0.0003690679542542521,0.006308324571864002,0.004664204442383548,0.0019705056073193554,0.002262620482962597,0.0007507132560633291,0.0014600097940981709,0.012684886615248274,0.04712547466303747,0.005531225286819177,0.023208406247515287,0.019463275355730995,0.0,0.0
Construction,0.002753246034111874,0.00032877387234834577,3.1842425853676044e-05,0.0008390744074861197,0.004449845301299546,0.0007505343025579493,0.000772238238732477,0.0009033862250913628,0.0007865950587596079,0.0010244358132195518,0.003781208631876892,0.0016280410022898783,0.0015954437047114244,0.0019889770464935367,0.0032658722362990406,0.0023582649787202946,0.001304974663616856,0.001555232221150398,0.0034398308128256805,0.004471451955553556,0.0004503770361181429,0.0008836878153169944,0.0004886630340217971,0.011178601001095526,0.0010663682977133772,0.008074304983730584,0.06218446708420197,0.0014648437679053317,0.0030217710125463324,0.005433052902105029,0.0031240589053248553,0.0001789402687981081,0.00021115331455448424,0.007432240147714476,0.0013298973332622791,0.005336134197946065,0.0010212129840256495,0.0010391270115020475,0.0034000538565049066,0.0017576687648987027,0.004624794025616455,0.0027374465132239093,0.00010472634152281071,0.10301953462323404,0.004273918973393863,0.0016010084376518652,0.0010316736260320648,0.000744899317256417,0.0014480970560035516,0.00714478404979342,0.0216265325857146,0.005899017202935332,0.012982676695360197,0.005516296965156039,0.0,0.0
Wholesale and retail trade and repair of motor vehicles and motorcycles,0.002177696450401296,0.00024128884901736844,3.8493258770206814e-07,0.000542213968116024,0.0044594893779511474,0.0004946794157023079,0.001350636127202953,0.0009479550756752157,0.0005414659452467714,0.0005886974309113564,0.002206308429598269,0.0011231714243799195,0.0012766466758652735,0.002624489915548451,0.001166854434623574,0.003063234943081355,0.0018555051774100904,0.002632752021731634,0.02263299448278268,0.23186667208325598,0.012270910184948428,0.0014959091401060708,0.0009620755770787101,0.0023327535980818296,0.0003013193261523693,0.005266179340869288,0.01019956216253178,0.025233029145389635,0.007784706638282214,0.028774473731898627,0.026161819245568138,0.00023252132468308583,0.00011533953972262345,0.03622567780959231,0.027995761902651503,0.003544241956064047,0.0010347445005138892,0.00045271257967723815,0.0029466106942522257,0.001365720133488724,0.0012858072652584662,0.0009824293590345251,0.0007612191431723178,0.00032743778711044055,0.0027595159633022606,0.0011867458218528838,0.0013091011569980207,0.0007761534099654903,0.0012854789198268358,0.009970676505485441,0.01184053080058017,0.0023861424909580185,0.004748067153834125,0.0021505906379216304,0.0,0.0
"Wholesale trade, except of motor vehicles and motorcycles",0.018232757969658387,0.001118074711643577,0.00011057738080304752,0.0014170118783342388,0.055935263408970516,0.009155915877121461,0.007711409991087732,0.007628624086848526,0.002334818474653272,0.011228663142132722,0.021285746741325155,0.00792477590780322,0.009993321125003049,0.011287018557644126,0.017983899922243404,0.022264806380591525,0.021262982240677266,0.02166070951852879,0.040641414226850955,0.037936441286620444,0.0050499141436768724,0.01824477514130464,0.0110770858462667,0.01099098977017025,0.0009181590739683536,0.008543252007876891,0.08289104199879388,0.0032916808989797604,0.02431978872444979,0.019640602029181768,0.004784562379517486,0.0012463571574996741,0.00014265571173218542,0.0036420697592384633,0.0010028958267273682,0.01718483208171306,0.001447732138693628,0.0006274360205263936,0.00566669320777584,0.003384336930143498,0.0021436848102512167,0.0009188207811736816,0.0004990384660328374,0.0006291939895767128,0.0024040429294976216,0.0020749210035932134,0.0016786043234216308,0.0007423750428870765,0.0012290668424060401,0.005338946436666427,0.013295195169103453,0.0033750964435106533,0.03430458337260309,0.007570848703823488,0.0,0.0
"Retail trade, except of motor vehicles and motorcycles",0.01058015329989956,0.0004657568939797342,8.464959642910715e-05,0.00041239042667205793,0.04054682541046666,0.006090145035806404,0.0035206889643592146,0.0013482376603101219,0.0006901426585604458,0.0006848472545804815,0.0066020808100424955,0.0017420484569358895,0.0045268980385405255,0.0023549699840259386,0.0018375414774564407,0.006216293154847985,0.010708742247743394,0.007562921069251833,0.008792787618121812,0.016875747562225134,0.0036866246852212074,0.0068670454021903604,0.0032770114730481634,0.002532074795850391,0.00023367569305280856,0.0009248490497738794,0.024409818675095146,0.0013975158639185558,0.004324602978477291,0.006033782307288577,0.002325613275030837,0.0008002036201626376,5.5340634434711366e-05,0.0019740078487562526,0.0005871143009404721,0.02120784587741224,0.0013911329057147283,0.0004653589259816495,0.0015493698061054394,0.0016562654335129034,0.0009833335452923448,0.00046525048097672715,0.00038876911325192,0.0004529833520941449,0.0022160944564418835,0.001545514445426358,0.0008278873397233187,0.0006430051196481491,0.001172848272768683,0.0035909355141671337,0.00946273701352891,0.0038368792872610995,0.043023931064112175,0.010970474305552527,0.0,0.0
Land transport and transport via pipelines,0.002476221607197191,0.0003093882848012301,3.6391934286107697e-06,0.0018771367992020075,0.030231736073017292,0.0017828026550912772,0.00548646236441443,0.008459648781925974,0.0006791203451185346,0.016183413103164908,0.022034870679036676,0.0024573634751496195,0.009389589572479522,0.01888153722107816,0.02826688429419149,0.006940134399931895,0.006846501486078084,0.0067375019975809474,0.016716226446887056,0.03403611604845262,0.0016233189980654223,0.007607135990252816,0.0023971082861867776,0.03766997447014578,0.0007313680337420913,0.0013174778440997298,0.008399592684410572,0.0020779608625211545,0.1099341824902484,0.028166156191367905,0.050750751804427535,0.0056790846282914935,0.0022864987625788227,0.1565934223729798,0.002881544173290947,0.000878887849775675,0.0038454210514351807,0.0016303785252355346,0.0006487898793213537,0.0033173652989926927,0.003269674449178119,0.0011319097489542907,0.00041021448404829515,0.0009905523702982467,0.0006788386200271276,0.00037972102702533576,0.005918334065161673,5.559752108676256e-05,0.0004860271066717353,0.007329874674001654,0.027120133559737875,0.05456493490686676,0.00174311394282506,0.006139941977699868,0.0,0.0
Water transport,0.006013625218384843,0.0004656290256261266,0.001100997874188604,0.014640291771184168,0.02726680784865568,0.0023362419928896587,0.002464588303959681,0.00521317100254675,0.0006695280536352934,0.02326247906471473,0.05144230981049352,0.002772490028002178,0.007535900914483992,0.010027784916875775,0.02971012037666675,0.007491687756686367,0.008889871618616006,0.009085023425730789,0.017002982562169425,0.021946212858513427,0.0016584522941578263,0.005855424803085697,0.00282197332264596,0.04158883803225958,0.0006331102919100072,0.0028595510196639776,0.02255525299124876,0.002177739783182016,0.1772874124949136,0.016036505138992442,0.03424410109037722,0.505037606096568,0.009847518791816398,0.09685782262671844,0.00940791724035983,0.004917131955525168,0.0007595571289348937,0.00034403686307827653,0.0021316385249875304,0.001668589984559657,0.0024775404286235714,0.0007676080021341632,0.0002399534298731347,0.003365727014416331,0.0020615034373794067,0.0012927864965855292,0.0016939653306202646,0.00035418941494957826,0.0007857728245982132,0.016900347897847015,0.007364557649340495,0.0034076276697546063,0.007561384744543542,0.002300422138166939,0.0,0.0
Air transport,0.0005832381192929665,4.516835788283531e-05,1.275450460541209e-06,0.0009952235995529025,0.005419445362855732,0.0012998284886534595,0.0012630707764596058,0.001929937485572238,0.0006590365734634424,0.0014954528029900965,0.009863552993547292,0.0022005881205200673,0.0032148110133525948,0.0021265228231717227,0.00270878036144798,0.005518998209873469,0.019610310288350245,0.0076879921008586845,0.024661320687648765,0.016319431170207628,0.004132141374459256,0.006086873276064239,0.0038636040086258683,0.0017401466839375437,0.00012384024479203975,0.0011482443026350066,0.004260470614529343,0.0010203080052733624,0.010943590333689,0.005398892582625164,0.0016571979324006597,0.0007277555579821449,0.01328036960315578,0.0033928837984478787,0.005822670053524229,0.0007679909753438684,0.003689412550891363,0.004219450833193609,0.0035208911918539303,0.008689103951378539,0.012503173624374237,0.004084859889423474,0.0003748796364272699,0.0009579281963125317,0.00851213955925729,0.006736069029516617,0.002837154344690417,0.001127519807047029,0.004338310342442729,0.012642602320758594,0.026491745654089825,0.0018983580495216458,0.003057878804995412,0.00725831270363291,0.0,0.0
Warehousing and support activities for transportation,0.0018256037846685442,6.832378989201657e-05,3.442651781482545e-05,0.0005947803945477668,0.04588028142595828,0.0013612776803182407,0.0022101284461916136,0.0017529801252519537,0.00044952530013150986,0.008504622992312158,0.010165237500041866,0.0012994074302445182,0.007117267049651176,0.007413415990093828,0.005520799574052301,0.006150105932337303,0.007387952288111221,0.006646622195659895,0.023163542778472206,0.03276080435036781,0.0009119626434871921,0.004011613096085983,0.0024181260609781436,0.006231104608478529,0.0003162361873196445,0.0019203558603875727,0.008655845460529657,0.002984565399575604,0.19835570943040254,0.026983014413658208,0.11651201062484681,0.07852174898549155,0.035051307504946,0.24431610611361904,0.052779726167800606,0.0026761879273877382,0.0005671486719766008,0.00017791752848810176,0.0013226055581318983,0.0009415231386330263,0.000908640219745201,0.00020734060994504047,0.00011327392581619516,0.0004999957190605033,0.0015043063354288698,0.0006904863422907629,0.002075170717644147,0.0002568888620466397,0.000953356552468362,0.004186394080174551,0.003768618166675079,0.003771272454981973,0.0006930351330558603,0.0008850639347692016,0.0,0.0
Postal and courier activities,0.0002560742544694725,3.6055896459583344e-05,0.0,0.0008443428178099609,0.009170177730776611,0.0032227427481957946,0.0003817483944705579,0.001262175905601118,0.003544633941184723,0.004119600500317173,0.0287390313097742,0.014272406022696593,0.006280493830098017,0.0016780872132647038,0.0017227601354891033,0.010788265134400387,0.020048397050996956,0.024069344552785806,0.04834550688536093,0.02377895684029016,0.0025004422069395287,0.00993769696825136,0.006062618568722626,0.009224503153523038,0.0005127723712941965,0.002218213954395585,0.0037111666089758044,0.0072495600334155025,0.08490145221839403,0.2681470391923127,0.03665782274266452,0.00039050879067944463,0.002520941113162243,0.010980425551886011,0.005680597031103829,0.025588626419729962,0.008027953590969446,0.0028336356460408286,0.05133495882736081,0.007111521908414312,0.020972626650686974,0.0181657134369057,0.009677610733833041,0.0015804829622285852,0.014571592813262018,0.004786502003556302,0.003860275802221388,0.0035202893251976945,0.004756160399091804,0.03178822317609677,0.033580730726579945,0.0016372080941957777,0.016396376226234997,0.014219899997140923,0.0,0.0
Accommodation and food service activities,0.000141913370039014,1.1251465692759923e-05,6.7806897629798994e-06,8.255468758117899e-05,0.0010080002747936351,0.00013089915849293443,5.675658001336175e-05,7.380219043937499e-05,8.044136565189908e-05,0.00023466449018390542,0.0015867750036151023,0.00020790514570817587,0.00045976199341496004,0.00014851135434849964,0.00023427383945289938,0.0015956618854164528,0.0008820116909326025,0.0009031151234740396,0.002868793528706966,0.0015462499459877022,0.0001519453064767471,0.00029810578650322854,0.0003378994896144693,0.000427839207811468,2.528448433417267e-05,0.0001527525123182558,0.0049085292695003335,0.00025341523595220043,0.004582060199865812,0.00236498182320224,0.0036822905816750046,0.0001472378547178517,0.0027548191647345068,0.0030128776183791766,7.155791018527932e-05,0.0007375421370000208,0.00041520205062579385,0.001336823174110121,0.0011293945015238,0.0011222054846203296,0.002761402811669133,0.0005901705407042042,0.002183154167633296,0.0006858976376002177,0.0009522962785476979,0.00031311078401465996,0.00023778561735202919,0.0001412448206599183,0.00020723714771442525,0.002115629541035882,0.004073125095343005,0.0003904488201195498,0.0015287013482838511,0.005015939274011308,0.0,0.0
Publishing activities,0.0006234536273977148,9.427767721127015e-05,8.717275069431416e-07,0.0002534788643983674,0.007055324455969048,0.0009161163453541679,0.00014359278607190882,0.0018600425419412184,0.001971963281040076,0.0023334116062202056,0.008992959271701859,0.005836732203300552,0.0027494103324804168,0.0025312781872621785,0.0029189455796366217,0.004433943827278268,0.006388602225275374,0.004807796440544864,0.008565449802518776,0.016654595902683648,0.0019951267320323027,0.0019271774469728732,0.0016564067483155044,0.004052426970077556,0.000678478513022362,0.011832534344036461,0.005761875468157949,0.003920168177086009,0.010558450302071804,0.02864365859420271,0.005935266351785076,0.0008753143535917717,0.0009733361031013774,0.005350166229560819,0.0023471301539322977,0.01766712442427812,0.0344174569722766,0.008391163977602928,0.009572689611590164,0.03215080227457087,0.01686724366625224,0.010201780154638665,0.007047310944868149,0.007045352910856037,0.039599800831535796,0.024480693394844887,0.009691841634684248,0.009136279503552431,0.017291315198934842,0.038873030825177735,0.05829034241084415,0.054811065422395625,0.045851521606211934,0.0531480056448225,0.0,0.0
"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",5.6506211911896e-05,7.141787961404324e-07,4.2881513602447075e-08,5.1291963619462315e-05,6.840507396195061e-05,1.2774998549289489e-05,7.246204784398286e-06,3.022388802340344e-05,8.722873872530087e-05,9.165907003929076e-05,0.0002741152977623377,0.00015748157538603518,5.096649620809381e-05,8.13656826508089e-05,9.971506858009618e-05,0.00016351752210881775,0.0001401143166416634,0.00015550525730723832,0.00032997115821961235,0.0005764793402251161,0.00012311791265710569,7.593936663436319e-05,8.161805830238992e-05,0.0008745461938961938,4.4280213757917674e-05,6.808375059740809e-05,0.000256258337251985,8.719309932423946e-06,0.00041319395219823054,0.0008756327963717663,2.6397997709604944e-05,2.3902231306577497e-06,0.00029611844995389565,6.485005749171372e-05,1.324015307993423e-05,0.014449958007177353,0.0018348942777263871,0.20811561707742202,5.381922568327632e-05,0.003967096084562688,0.001720388744506342,0.003853886378804705,0.0001643116287220734,0.0003344445183825513,0.008441341221648491,0.002882522861270957,0.00032250342949775103,0.11815519139968844,0.002431319806183835,0.00562696234647406,0.0003105760024088255,0.0016065841221545197,0.007262832644919194,0.013330287041391508,0.0,0.0
Telecommunications,0.0016579887405980037,0.00024777978969383696,4.816057735062544e-08,0.0011209956280244684,0.0032582890244853805,0.0003889658385020928,0.0008848739919926675,0.0011089364056799547,0.0006832575770033693,0.0009428522329918451,0.003807582635966178,0.0013226469335248438,0.0027289913374578985,0.0024172354312073457,0.0012297122831856156,0.004519061198765813,0.003588686088063119,0.0037909625121130244,0.008040062520700383,0.0057499879333502415,0.0009479856255866644,0.0009439984574127995,0.0012417323468864535,0.0032932287510563096,0.0004661872205981442,0.003622148441023417,0.009872824724803546,0.0011088388939295046,0.011226204897876466,0.01387447789018509,0.004504277959702496,0.0004207871367320775,0.00046626062319154066,0.005733596496997166,0.01633753893561391,0.014336918378090516,0.020205708797599888,0.008956146531321067,0.2143009631090781,0.01603482223861704,0.024053273343498934,0.009102440423568886,0.005446343639963341,0.0076425307562133045,0.008525392876359492,0.0061315983387524985,0.0015896404294622074,0.012063532935758407,0.004819543076873522,0.0436964269801286,0.022069635814223068,0.0014419298631450994,0.010766737350765391,0.014823150139866608,0.0,0.0
"Computer programming, consultancy and related activities; information service activities",0.00046889605757678276,5.350429316762525e-05,1.6457749354467813e-06,0.0006075647233172438,0.0058311894020172984,0.0008674563887959698,0.0007605814064322695,0.001852682707320689,0.0018643389310691104,0.002222122941010427,0.012260978142421991,0.005163458687724446,0.003313013096180743,0.0027884701648166533,0.004420810622410451,0.008794870058158646,0.007677626661270217,0.008403769898560258,0.018143587766631608,0.019010400168139097,0.00334450991833571,0.0027940855507249756,0.003016691153747918,0.006104313714501115,0.0006779679467264728,0.010677285140771235,0.007496487556007997,0.002647068863293417,0.015154175549035141,0.01564094731485389,0.009092529630621677,0.0002620864497069473,0.0017168670810184183,0.013796242711438615,0.00623310207129505,0.004057028164120711,0.021687376629851794,0.004585528998446522,0.023671379055508885,0.21706367096089127,0.04241816361139624,0.011686057989127826,0.004717142134569656,0.003955979918465508,0.023977755172533075,0.008943634047711832,0.010415242756129981,0.004962179923765145,0.005831084621393092,0.021376013496040333,0.0265714893195544,0.018614517562830377,0.024588943716944086,0.012081360921383982,0.0,0.0
"Financial service activities, except insurance and pension funding",0.00312286978682402,0.0002763743074165082,3.548321690661664e-05,0.0010995003123077005,0.012276814510239684,0.0015109562609464762,0.0017342437161675145,0.0024758022344544884,0.0014731085069758316,0.005377737136023853,0.00850912594145373,0.0038763295449221525,0.004943608851950113,0.003194127672368364,0.006059886712314305,0.007834594418446156,0.004660502545073473,0.006409022184228842,0.014714578230816115,0.01941667635096688,0.00237969376442793,0.0032055245925808524,0.002372590606750946,0.00814893472560219,0.0005344912809943522,0.003025375599977519,0.025281093020671212,0.005752585524209072,0.01379065838155122,0.016705665660367505,0.006233860298588559,0.0014689930771665607,0.0012577576825193327,0.0071340296318832125,0.0020627055073751915,0.008084957194696707,0.0025585038685231117,0.0020091910160908006,0.005558721282027261,0.007340604250032904,0.1481529701173506,0.02005190954297806,0.025554649103598084,0.12154473399807411,0.009698913804061604,0.005109437250622206,0.0028168110517716475,0.0021399015277904494,0.0032912551813739366,0.015617333035516271,0.024102260130899663,0.0038018636175127063,0.017239816035506367,0.016313526496481025,0.0,0.0
"Insurance, reinsurance and pension funding, except compulsory social security",0.0070704992484259275,0.00019650584858185076,1.495621651806115e-05,0.0008604088414213642,0.0076223223908993875,0.0004257217535659105,0.002144665897073353,0.002162536619595514,0.0014333541939469223,0.001479908365096984,0.00936421609971368,0.001470955760444458,0.004086518467732114,0.003083601275877769,0.001794609685875712,0.0022684597253138155,0.0019200003935208676,0.0018922716634776876,0.005379349399437787,0.007522777071595809,0.0008449773490666445,0.001957037360767146,0.0008944078776035143,0.013861111876299957,0.0008567463489879309,0.006852686749573673,0.013744323019652956,0.003165038403732792,0.005813514873586728,0.019239611960240644,0.03909045546878424,0.0005716195462354167,0.0011251499907313448,0.017953346271737596,0.0007563397898506052,0.004074502064393052,0.001258997567479204,0.0010142902589362454,0.0016836433557135615,0.002527764351227915,0.016064838655531877,0.05774365710232804,0.04617383397475575,0.00242859575732803,0.004332608010528652,0.001773584042652415,0.001954283643568405,0.0007403298885366123,0.0012780099241952501,0.018828971902503433,0.02755726099120887,0.01745270119559005,0.00953851416480122,0.005842946681074116,0.0,0.0
Activities auxiliary to financial services and insurance activities,2.0750930448449577e-06,2.1920187964191242e-07,0.0,4.987240358306356e-06,3.197217960444152e-05,6.581700443974449e-06,4.768065976876781e-06,1.1334898943013554e-05,1.0770589639618563e-05,2.937663922087025e-05,0.0005270156557518402,5.838032228369417e-05,2.980296338875204e-05,1.9168644976921345e-05,3.580422204519672e-05,6.123162047633596e-05,0.00010553033513513399,0.0014868992140466388,0.00017139532566783937,0.00018231715873658863,3.5073636687885364e-05,2.2445399110445372e-05,2.6085430540220115e-05,0.000414287032407638,8.420099242156746e-06,6.207092471924353e-05,4.182921554719714e-05,1.3610115370869772e-05,9.726607817405725e-05,7.655645674677334e-05,5.597796459691616e-05,9.290337963541037e-07,1.0030211314983892e-05,8.627621352712248e-05,3.745710642055996e-05,1.0171835695899595e-05,0.00011056000891499098,2.2065708546103496e-05,0.0001437324919884474,0.0013473787421008558,0.21407257233296675,0.676059269451009,0.07583674738402739,1.9350215717070484e-05,0.0001207206196803806,4.430631915766026e-05,0.00019119198319872462,2.4425438696547728e-05,2.4167934636217555e-05,0.0011714527145856735,0.00030317449303507796,0.000128527460822413,0.00013326361644634715,3.127298430620038e-05,0.0,0.0
Real estate activities,0.0012554186657931414,4.023994488415205e-05,2.4056766809727943e-06,0.0001578584829281943,0.00830746294012651,0.0008771856874016479,0.001146480457556615,0.001219599200087214,0.0014254196350565193,0.0012470161967459647,0.0036712960574766433,0.0014788558942352326,0.002603705407597216,0.0021062681270308686,0.001614734520139308,0.0046443398697689365,0.0021465156401341964,0.0027482393955868163,0.007359093042345744,0.009720457853924577,0.001168159449920465,0.0019554285023973125,0.0013929606108645254,0.004435151849947941,0.0002293366426570329,0.0019047918144435801,0.03716291186379115,0.008422312457510758,0.022171820066748935,0.04133499661638876,0.0021071936197828876,0.00017729770478077265,0.00017130744835561066,0.004622740146838095,0.001002342128124096,0.017837522701616437,0.0017071684320520344,0.0013877060564592145,0.0120673625605728,0.002607219258811958,0.020466869253459644,0.0070787062585207896,0.0018001554224538596,0.03790047660279666,0.01543396683336506,0.0088782782398667,0.0013968244161522987,0.0020018214540496113,0.0017143649964368637,0.013569774150732836,0.01645309023437073,0.0023515048431113025,0.014425293264683552,0.005440832437983075,0.0,0.0
Legal and accounting activities; activities of head offices; management consultancy activities,0.0009409693998382957,4.206068576422896e-05,7.200845569921009e-06,0.0011569025870743442,0.032264125168712424,0.0008077935887069411,0.0011734374320297493,0.002962536095173075,0.0024202457408353103,0.007955276237662078,0.017292321328078408,0.005370911158070293,0.007251131890811012,0.005837180145839276,0.007525979980510115,0.00681412366506852,0.007223025345049044,0.014151296127098518,0.04554130148111928,0.03992784553311223,0.003195583969049304,0.003288839333013839,0.005685294009346187,0.008220501663231426,0.0005770705004037598,0.00431594374945014,0.013304162052178393,0.005624813572520473,0.02213639542357014,0.029623374323405685,0.004839358177675014,0.00017661777771597908,0.00021218009820940786,0.0022854153643452877,0.0009677363007434083,0.002638843516824038,0.005104412557806112,0.0021558847999600347,0.004206122921029928,0.015288375353466405,0.08877691919511477,0.031335695458675754,0.014046827491075229,0.09455851414523893,0.1866750156603797,0.06453423903398728,0.005153387522205067,0.005634950749849366,0.016719418004289832,0.07367882809536955,0.0155134192415181,0.0026085104637202415,0.012846847076909597,0.005859227504027487,0.0,0.0
Architectural and engineering activities; technical testing and analysis,0.004490110227767437,0.00014861164431741072,2.0930774693733822e-07,0.0038866190554449104,0.010926417435290811,0.00022002190556863038,0.003567011643595744,0.005126580967700069,0.0002659471711877097,0.0027852409978997407,0.02855234231860029,0.00891383705542585,0.01769159913673112,0.01699378297612128,0.008565388128007344,0.015885020104174724,0.016845356053128712,0.026768650804860593,0.03167340082340096,0.026091520507451577,0.012472582839037226,0.0022473977428459045,0.009536874017440751,0.03276842086394094,0.004429263992658475,0.043020947844089226,0.04050852381232082,0.00040771568857288573,0.004072553758432182,0.0056274817805828745,0.023381381273360057,0.000517810262185943,0.0018296771520155007,0.020049026009091035,0.0005070331703865876,0.002026272675867986,0.0014541921205389022,0.00032766558931619094,0.0037365206556439416,0.007131167441916478,0.009722859591924935,0.0021188468116267374,0.0017260048346757057,0.02158123443343788,0.012543559739270764,0.030937163376932045,0.006418084444848691,0.0022509142205196894,0.0035131282500516026,0.016797552381268763,0.022571272771580636,0.005658130655992537,0.004317705341878131,0.00469390083046198,0.0,0.0
